machineID;time_in_cycles;voltmean_24h;rotatemean_24h;pressuremean_24h;vibrationmean_24h;voltsd_24h;rotatesd_24h;pressuresd_24h;vibrationsd_24h;voltmean_5d;rotatemean_5d;pressuremean_5d;vibrationmean_5d;voltsd_5d;rotatesd_5d;pressuresd_5d;vibrationsd_5d;model;age;failure;failed;RUL_I;Risk
19;248;171.64;439.24;101.31;50.08;13.54;59.41;10.57;4.81;170.58;447.06;100.12;42.54;3.20;7.51;1.91;5.00;model3;17;none;0;1;high
19;249;167.45;449.41;102.34;40.79;9.71;60.46;8.55;6.78;169.61;448.57;100.56;42.78;3.28;6.94;2.15;4.85;model3;17;comp4;1;0;high
20;196;167.23;443.33;101.64;39.14;15.85;52.61;10.79;5.06;176.60;415.90;99.78;40.09;11.12;40.85;1.48;1.46;model2;16;none;0;29;intermediate
20;197;164.67;433.40;98.51;41.00;17.70;47.19;9.65;4.08;176.40;411.43;99.92;40.57;11.37;36.38;1.25;1.24;model2;16;none;0;28;intermediate
20;198;187.07;457.10;99.64;39.39;15.11;40.16;10.63;6.97;176.72;415.48;99.78;40.15;11.70;40.77;1.23;1.20;model2;16;none;0;27;intermediate
20;199;188.54;433.75;100.26;38.19;12.83;56.21;10.36;5.15;176.27;428.00;100.05;39.91;11.06;32.53;1.14;1.48;model2;16;none;0;26;intermediate
20;200;171.27;457.25;93.99;41.10;19.44;49.87;10.67;4.95;175.76;444.96;98.81;39.77;11.26;11.83;2.92;1.26;model2;16;none;0;25;intermediate
20;201;164.22;448.53;99.50;41.42;14.95;49.31;8.24;4.41;175.15;446.00;98.38;40.22;11.89;11.88;2.53;1.38;model2;16;none;0;24;intermediate
20;202;168.90;439.41;101.48;39.62;10.69;61.61;12.22;4.40;176.00;447.21;98.97;39.94;11.08;10.51;2.89;1.32;model2;16;none;0;23;intermediate
20;203;175.10;455.16;98.83;41.10;17.36;59.61;9.53;6.27;173.61;446.82;98.81;40.29;9.24;10.09;2.87;1.36;model2;16;none;0;22;intermediate
20;204;169.35;456.36;100.29;39.46;13.74;46.94;11.95;6.34;169.77;451.34;98.82;40.54;3.95;7.50;2.87;0.92;model2;16;none;0;21;intermediate
20;205;173.85;447.31;101.49;39.16;15.99;55.17;10.11;3.93;170.28;449.35;100.32;40.15;4.35;6.83;1.18;1.03;model2;16;none;0;20;intermediate
20;206;174.11;434.36;101.76;40.40;11.92;39.21;9.15;6.55;172.26;446.52;100.77;39.95;2.91;9.62;1.23;0.79;model2;16;none;0;19;intermediate
20;207;169.64;434.19;98.23;38.30;11.69;48.89;7.50;5.31;172.41;445.48;100.12;39.68;2.70;10.80;1.57;1.09;model2;16;none;0;18;intermediate
20;208;170.12;460.18;96.33;41.71;18.24;38.29;8.75;4.86;171.41;446.48;99.62;39.80;2.36;12.08;2.31;1.30;model2;16;none;0;17;intermediate
20;209;169.64;459.49;100.31;39.63;15.65;48.31;7.26;5.84;171.47;447.11;99.63;39.84;2.30;12.78;2.31;1.29;model2;16;none;0;16;intermediate
20;210;168.25;441.70;100.74;39.99;13.75;57.36;9.35;4.45;170.35;445.98;99.48;40.01;2.21;13.00;2.18;1.24;model2;16;none;0;15;high
20;211;170.40;446.15;100.34;36.80;15.51;35.98;9.89;5.66;169.61;448.34;99.19;39.29;0.83;11.33;1.87;1.85;model2;16;none;0;14;high
20;212;169.92;452.85;97.35;41.39;14.75;42.23;8.01;6.93;169.66;452.08;99.01;39.90;0.84;8.12;2.02;1.95;model2;16;none;0;13;high
20;213;170.38;456.68;103.22;38.90;12.42;54.55;9.99;5.29;169.72;451.38;100.39;39.34;0.88;7.37;2.09;1.68;model2;16;none;0;12;high
20;214;172.88;440.27;102.98;41.54;16.09;53.62;10.28;6.04;170.37;447.53;100.93;39.72;1.66;7.08;2.38;1.96;model2;16;none;0;11;high
20;215;161.60;459.19;101.22;40.24;15.77;63.74;9.97;5.21;169.03;451.03;101.02;39.77;4.32;7.77;2.38;1.97;model2;16;none;0;10;high
20;216;176.12;451.07;103.61;41.66;11.25;42.56;11.57;5.18;170.18;452.01;101.67;40.74;5.39;7.29;2.59;1.18;model2;16;none;0;9;high
20;217;168.84;449.14;101.44;40.59;18.30;46.93;9.45;4.36;169.96;451.27;102.49;40.58;5.43;7.37;1.09;1.12;model2;16;none;0;8;high
20;218;171.36;449.58;99.77;40.03;14.74;55.00;10.32;5.02;170.16;449.85;101.80;40.81;5.46;6.73;1.52;0.75;model2;16;none;0;7;high
20;219;167.64;451.18;102.77;40.50;16.90;50.82;10.06;5.46;169.11;452.03;101.76;40.60;5.31;4.10;1.48;0.63;model2;16;none;0;6;high
20;220;172.13;461.61;103.19;39.46;14.16;43.77;9.39;3.49;171.22;452.51;102.16;40.45;3.29;5.16;1.56;0.81;model2;16;none;0;5;high
20;221;165.44;436.15;101.54;40.62;13.48;38.14;8.80;5.09;169.08;449.53;101.74;40.24;2.73;9.05;1.34;0.49;model2;16;none;0;4;high
20;222;166.11;442.98;102.22;40.98;18.19;46.01;7.98;4.03;168.54;448.30;101.90;40.32;3.05;9.53;1.34;0.59;model2;16;none;0;3;high
20;223;169.52;436.98;100.33;46.63;13.55;41.70;5.98;7.70;168.17;445.78;102.01;41.64;2.71;10.70;1.13;2.85;model2;16;none;0;2;high
20;224;172.59;431.39;100.69;49.65;15.86;52.45;11.49;3.32;169.16;441.82;101.59;43.47;3.31;11.80;1.16;4.43;model2;16;none;0;1;high
20;225;167.93;460.68;99.32;44.01;11.20;43.61;10.32;6.77;168.32;441.64;100.82;44.38;2.87;11.42;1.12;3.83;model2;16;comp4;1;0;high
21;20;169.29;456.63;100.22;40.38;14.02;58.54;12.93;5.36;171.01;450.51;110.93;40.52;3.06;4.12;10.88;0.64;model2;14;none;0;74;low
21;21;169.40;455.97;97.26;40.43;14.92;39.38;7.74;5.71;169.98;452.20;110.23;40.40;2.37;4.32;11.78;0.58;model2;14;none;0;73;low
21;22;171.87;460.04;98.85;40.56;13.70;47.43;7.61;4.00;170.24;455.00;105.78;40.30;2.51;3.85;10.81;0.47;model2;14;none;0;72;low
21;23;172.03;434.08;98.51;38.70;15.69;58.77;10.36;4.71;171.23;451.45;100.85;39.91;1.85;10.29;4.89;0.80;model2;14;none;0;71;low
21;24;165.01;445.57;102.38;40.03;16.51;36.05;9.04;4.97;169.52;450.46;99.44;40.02;2.84;10.63;1.95;0.76;model2;14;none;0;70;low
21;25;171.35;453.69;97.44;39.32;13.70;55.24;9.01;4.73;169.93;449.87;98.89;39.81;2.95;10.28;2.07;0.79;model2;14;none;0;69;low
21;26;168.09;456.51;95.95;39.55;11.62;33.49;9.26;4.56;169.67;449.98;98.62;39.63;3.06;10.37;2.38;0.71;model2;14;none;0;68;low
21;27;170.97;441.91;100.37;40.95;13.38;43.65;10.00;4.42;169.49;446.35;98.93;39.71;2.92;9.05;2.51;0.84;model2;14;none;0;67;low
21;28;170.14;445.49;97.27;39.91;17.12;33.22;7.75;4.59;169.11;448.63;98.68;39.95;2.62;6.17;2.62;0.63;model2;14;none;0;66;low
21;29;176.43;461.21;99.41;39.96;16.06;41.62;12.05;5.13;171.39;451.76;98.09;39.93;3.08;7.93;1.78;0.62;model2;14;none;0;65;low
21;30;169.31;449.10;98.86;40.13;16.76;44.73;9.20;5.85;170.99;450.84;98.37;40.10;3.22;7.92;1.76;0.52;model2;14;none;0;64;low
21;31;170.70;462.12;95.34;39.71;13.66;46.25;11.11;3.59;171.51;451.96;98.25;40.13;2.82;9.21;1.98;0.48;model2;14;none;0;63;low
21;32;170.67;448.79;102.70;40.19;10.75;38.47;10.23;4.77;171.45;453.34;98.72;39.98;2.84;7.73;2.73;0.19;model2;14;none;0;62;low
21;33;166.95;447.20;97.85;40.18;12.48;46.79;9.97;5.39;170.81;453.68;98.83;40.04;3.49;7.32;2.67;0.20;model2;14;none;0;61;low
21;34;172.87;444.65;98.54;40.97;13.22;52.51;7.99;5.68;170.10;450.37;98.66;40.24;2.17;6.80;2.65;0.45;model2;14;none;0;60;low
21;35;168.33;441.92;102.04;39.75;12.62;46.13;13.45;5.65;169.90;448.93;99.30;40.16;2.30;7.82;3.06;0.51;model2;14;none;0;59;low
21;36;164.06;441.17;102.52;40.58;14.10;54.34;11.51;4.56;168.57;444.75;100.73;40.33;3.39;3.28;2.34;0.46;model2;14;none;0;58;low
21;37;168.82;449.38;101.00;40.20;12.21;62.52;8.89;5.11;168.21;444.87;100.39;40.34;3.20;3.47;2.09;0.46;model2;14;none;0;57;low
21;38;173.35;459.35;100.64;39.37;16.09;54.85;11.38;4.33;169.49;447.29;100.95;40.17;3.79;7.47;1.54;0.64;model2;14;none;0;56;low
21;39;165.14;447.75;98.44;38.78;18.36;45.26;10.25;5.21;167.94;447.91;100.93;39.74;3.64;7.32;1.59;0.70;model2;14;none;0;55;low
21;40;170.88;443.06;101.56;41.11;17.55;48.71;9.20;4.39;168.45;448.14;100.83;40.01;3.88;7.10;1.51;0.94;model2;14;none;0;54;low
21;41;174.16;438.63;99.11;40.43;15.85;51.36;8.26;4.43;170.47;447.63;100.15;39.98;3.65;7.78;1.32;0.91;model2;14;none;0;53;low
21;42;171.22;442.63;97.90;37.34;15.08;64.61;13.61;4.28;170.95;446.28;99.53;39.41;3.53;7.99;1.53;1.47;model2;14;none;0;52;low
21;43;171.58;446.06;101.44;39.34;14.32;39.89;10.56;3.83;170.60;443.63;99.69;39.40;3.31;3.51;1.71;1.47;model2;14;none;0;51;low
21;44;167.84;446.97;97.17;42.07;14.82;52.56;9.09;4.22;171.14;443.47;99.44;40.06;2.25;3.29;2.01;1.82;model2;14;none;0;50;low
21;45;189.67;447.37;95.78;41.21;14.47;40.36;9.54;5.37;174.89;444.33;98.28;40.08;8.56;3.69;2.14;1.83;model2;14;none;0;49;low
21;46;196.70;441.33;100.43;39.60;15.91;54.74;12.18;4.15;179.40;444.87;98.54;39.91;12.91;2.72;2.34;1.83;model2;14;none;0;48;low
21;47;170.27;441.28;98.87;40.31;13.76;43.32;7.41;3.97;179.21;444.60;98.74;40.51;13.06;3.05;2.31;1.14;model2;14;none;0;47;low
21;48;172.10;443.82;97.07;41.67;17.45;51.34;7.93;6.01;179.32;444.15;97.86;40.97;12.99;2.94;1.81;1.01;model2;14;none;0;46;low
21;49;164.06;458.66;97.21;39.43;12.86;48.05;10.21;5.09;178.56;446.49;97.87;40.44;13.90;7.24;1.80;0.98;model2;14;none;0;45;low
21;50;170.02;455.50;99.55;40.61;19.86;38.75;10.52;4.93;174.63;448.12;98.63;40.32;12.70;8.32;1.47;0.90;model2;14;none;0;44;low
21;51;168.57;451.02;100.48;39.75;17.32;48.82;7.75;5.02;169.01;450.06;98.64;40.36;3.03;7.42;1.48;0.87;model2;14;none;0;43;low
21;52;168.52;454.10;97.74;40.11;12.26;49.42;11.51;4.99;168.65;452.62;98.41;40.32;2.95;5.63;1.52;0.88;model2;14;none;0;42;low
21;53;170.89;458.53;97.72;39.30;16.69;45.59;10.81;3.92;168.41;455.56;98.54;39.84;2.63;3.21;1.40;0.53;model2;14;none;0;41;low
21;54;168.68;440.80;100.71;39.98;12.13;55.80;9.65;4.05;169.34;451.99;99.24;39.95;1.07;6.81;1.44;0.48;model2;14;none;0;40;low
21;55;173.97;457.31;96.46;40.62;17.03;46.84;10.48;5.74;170.13;452.35;98.62;39.95;2.37;7.09;1.88;0.49;model2;14;none;0;39;low
21;56;172.96;439.12;100.21;39.82;15.73;52.24;10.90;5.70;171.00;449.97;98.57;39.97;2.46;9.30;1.81;0.48;model2;14;none;0;38;low
21;57;168.17;452.32;98.77;40.20;12.17;39.95;8.87;6.22;170.93;449.62;98.77;39.98;2.55;9.14;1.75;0.49;model2;14;none;0;37;low
21;58;168.45;447.61;98.89;38.97;14.67;51.38;9.16;4.11;170.45;447.43;99.01;39.92;2.78;7.66;1.65;0.61;model2;14;none;0;36;low
21;59;167.95;453.79;98.89;38.88;14.55;32.96;10.54;4.69;170.30;450.03;98.64;39.70;2.91;7.02;1.36;0.76;model2;14;none;0;35;low
21;60;167.86;469.82;99.63;38.92;12.97;50.71;11.76;4.26;169.08;452.53;99.28;39.36;2.18;11.23;0.62;0.61;model2;14;none;0;34;low
21;61;169.80;446.25;99.04;39.36;14.26;62.16;9.49;5.90;168.45;453.96;99.05;39.26;0.79;9.41;0.34;0.56;model2;14;none;0;33;low
21;62;167.89;452.07;101.12;40.31;13.91;47.64;10.83;5.34;168.39;453.91;99.52;39.29;0.82;9.42;0.95;0.60;model2;14;none;0;32;low
21;63;168.21;442.96;96.18;40.48;13.11;56.45;10.71;5.88;168.34;452.98;98.97;39.59;0.83;10.38;1.79;0.76;model2;14;none;0;31;low
21;64;171.60;451.39;101.86;39.16;13.74;53.80;11.46;4.08;169.07;452.50;99.57;39.64;1.62;10.39;2.20;0.71;model2;14;none;0;30;intermediate
21;65;170.49;438.62;102.09;41.25;16.01;52.01;10.65;5.88;169.60;446.26;100.06;40.11;1.56;5.69;2.48;0.86;model2;14;none;0;29;intermediate
21;66;175.63;452.39;101.26;40.00;17.72;38.37;9.89;4.29;170.76;447.49;100.50;40.24;3.13;6.31;2.45;0.76;model2;14;none;0;28;intermediate
21;67;166.44;452.89;100.01;39.50;15.00;62.36;10.06;4.98;170.47;447.65;100.28;40.08;3.51;6.47;2.43;0.82;model2;14;none;0;27;intermediate
21;68;167.61;456.12;104.20;40.49;13.03;51.08;10.25;4.93;170.35;450.28;101.88;40.08;3.61;6.76;1.52;0.82;model2;14;none;0;26;intermediate
21;69;174.36;446.68;103.66;40.90;16.74;49.10;10.23;4.97;170.91;449.34;102.24;40.43;4.04;6.89;1.72;0.70;model2;14;none;0;25;intermediate
21;70;167.44;463.00;97.51;39.24;12.36;40.70;10.37;4.62;170.30;454.22;101.33;40.02;4.33;5.97;2.74;0.68;model2;14;none;0;24;intermediate
21;71;169.31;447.56;100.46;38.81;10.75;37.84;12.11;4.64;169.03;453.25;101.17;39.79;3.15;6.69;2.77;0.87;model2;14;none;0;23;intermediate
21;72;169.20;443.81;97.31;40.01;12.21;58.56;10.25;5.68;169.58;451.43;100.63;39.89;2.80;7.93;3.27;0.86;model2;14;none;0;22;intermediate
21;73;167.17;448.57;98.87;38.24;13.38;64.66;11.93;2.82;169.50;449.92;99.56;39.44;2.89;7.52;2.62;1.04;model2;14;none;0;21;intermediate
21;74;170.34;446.29;98.57;39.37;14.03;47.56;10.21;5.30;168.69;449.85;98.54;39.13;1.34;7.57;1.26;0.66;model2;14;none;0;20;intermediate
21;75;173.05;379.14;98.60;39.76;12.38;57.14;7.91;4.80;169.81;433.07;98.76;39.24;2.14;30.20;1.13;0.72;model2;14;none;0;19;intermediate
21;76;177.70;377.73;99.19;38.98;14.09;53.87;9.68;5.45;171.49;419.11;98.51;39.27;4.07;37.17;0.71;0.70;model2;14;none;0;18;intermediate
21;77;170.01;423.82;99.11;38.36;13.10;62.89;11.47;5.79;171.65;415.11;98.87;38.94;3.97;34.85;0.28;0.65;model2;14;none;0;17;intermediate
21;78;166.64;449.96;99.97;42.46;14.61;52.45;10.85;5.38;171.55;415.39;99.09;39.78;4.12;35.19;0.57;1.58;model2;14;none;0;16;intermediate
21;79;170.08;451.68;111.29;39.84;12.26;52.10;14.43;4.01;171.50;416.47;101.63;39.88;4.14;36.43;5.42;1.56;model2;14;none;0;15;high
21;80;167.30;443.44;124.27;41.30;11.84;58.36;10.98;4.45;170.35;429.33;106.77;40.19;4.40;30.89;11.06;1.68;model2;14;none;0;14;high
21;81;171.69;433.79;112.44;39.56;12.83;45.58;15.83;4.46;169.14;440.54;109.42;40.30;2.11;11.69;10.35;1.60;model2;14;none;0;13;high
21;82;172.19;458.76;100.73;41.48;13.98;49.52;10.59;5.08;169.58;447.53;109.74;40.93;2.52;9.42;9.97;1.21;model2;14;none;0;12;high
21;83;172.08;459.18;99.32;40.00;17.83;38.28;12.70;6.89;170.67;449.37;109.61;40.43;2.06;10.81;10.13;0.89;model2;14;none;0;11;high
21;84;168.67;451.57;99.43;39.39;12.85;56.17;9.63;4.54;170.39;449.35;107.24;40.34;2.25;10.81;10.99;0.98;model2;14;none;0;10;high
21;85;169.32;441.60;99.39;39.52;12.40;54.49;10.86;4.60;170.79;448.98;102.26;39.99;1.67;11.08;5.72;0.86;model2;14;none;0;9;high
21;86;169.98;455.21;100.20;39.34;14.28;63.34;7.76;4.89;170.45;453.26;99.82;39.95;1.61;7.21;0.62;0.90;model2;14;none;0;8;high
21;87;170.07;474.70;99.04;40.85;13.53;36.93;7.50;5.36;170.02;456.45;99.48;39.82;1.28;12.11;0.43;0.63;model2;14;none;0;7;high
21;88;171.36;471.06;101.52;39.16;17.05;37.47;10.37;4.67;169.88;458.83;99.92;39.65;1.00;13.82;0.99;0.68;model2;14;none;0;6;high
21;89;166.50;451.26;98.23;40.32;17.37;34.47;10.12;4.79;169.44;458.76;99.68;39.84;1.80;13.86;1.25;0.72;model2;14;none;0;5;high
21;90;168.33;444.99;96.09;42.36;12.04;44.93;10.63;5.70;169.25;459.44;99.02;40.41;1.87;12.86;2.05;1.30;model2;14;none;0;4;high
21;91;174.33;459.70;98.97;39.05;13.21;58.55;8.99;6.22;170.12;460.34;98.77;40.35;2.98;12.65;1.94;1.36;model2;14;none;0;3;high
21;92;169.71;450.14;96.28;47.87;13.64;50.53;12.48;5.55;170.04;455.43;98.22;41.75;2.99;10.21;2.22;3.67;model2;14;none;0;2;high
21;93;170.41;451.96;99.02;49.68;15.25;32.95;11.82;5.44;169.86;451.61;97.72;43.86;2.91;5.29;1.44;4.69;model2;14;none;0;1;high
21;94;173.41;453.56;99.17;41.89;13.82;40.23;9.32;7.89;171.24;452.07;97.91;44.17;2.54;5.35;1.57;4.44;model2;14;comp4;1;0;high
21;276;168.38;452.88;103.39;38.20;11.32;40.29;11.51;5.82;169.40;408.93;98.72;39.64;1.93;42.25;3.11;0.89;model2;14;none;0;29;intermediate
21;277;168.00;450.55;100.20;41.34;14.79;41.74;10.13;4.09;169.16;410.59;99.67;40.02;2.03;44.01;2.53;1.15;model2;14;none;0;28;intermediate
21;278;174.48;456.22;102.14;38.80;14.25;67.80;8.74;4.81;170.69;424.37;100.82;39.80;2.63;45.66;1.89;1.28;model2;14;none;0;27;intermediate
21;279;170.96;454.11;103.14;39.03;16.33;43.48;9.67;5.11;170.67;445.42;101.68;39.57;2.63;18.05;1.74;1.29;model2;14;none;0;26;intermediate
21;280;170.73;447.92;98.62;39.04;11.24;53.72;11.09;5.75;170.51;452.34;101.50;39.28;2.59;3.21;2.04;1.20;model2;14;none;0;25;intermediate
21;281;171.22;447.04;99.51;42.21;15.15;50.75;8.93;4.77;171.08;451.17;100.72;40.09;2.30;3.95;1.87;1.57;model2;14;none;0;24;intermediate
21;282;170.11;449.89;98.20;38.79;18.11;42.35;9.79;5.11;171.50;451.04;100.32;39.57;1.71;3.98;2.20;1.48;model2;14;none;0;23;intermediate
21;283;168.65;449.29;98.34;40.91;12.95;40.14;11.41;4.34;170.34;449.65;99.56;39.99;1.03;2.74;2.06;1.50;model2;14;none;0;22;intermediate
21;284;167.54;455.40;97.46;38.99;19.48;49.05;8.95;4.97;169.65;449.91;98.42;39.99;1.52;3.27;0.74;1.51;model2;14;none;0;21;intermediate
21;285;175.75;449.63;98.20;40.03;13.54;47.81;9.86;3.59;170.66;450.25;98.34;40.18;3.17;3.09;0.74;1.42;model2;14;none;0;20;intermediate
21;286;169.63;460.12;96.96;39.65;15.14;39.19;10.66;4.93;170.34;452.87;97.83;39.67;3.18;4.77;0.60;0.85;model2;14;none;0;19;intermediate
21;287;177.85;453.02;102.51;40.04;12.86;39.96;8.54;4.06;171.88;453.49;98.69;39.92;4.61;4.48;2.20;0.70;model2;14;none;0;18;intermediate
21;288;173.96;451.22;103.58;40.78;17.02;56.81;8.74;5.72;172.95;453.88;99.74;39.90;4.28;4.10;3.07;0.65;model2;14;none;0;17;intermediate
21;289;165.96;390.30;100.35;40.97;18.17;81.74;8.79;5.01;172.63;440.86;100.32;40.29;4.80;28.55;2.79;0.56;model2;14;none;0;16;intermediate
21;290;169.03;358.59;101.25;39.74;13.98;40.98;10.74;4.88;171.29;422.65;100.93;40.24;4.65;45.53;2.53;0.60;model2;14;none;0;15;high
21;291;167.33;408.08;99.90;39.46;12.88;67.08;11.24;5.02;170.83;412.24;101.52;40.20;4.96;40.49;1.52;0.66;model2;14;none;0;14;high
21;292;165.90;462.59;99.98;39.95;13.95;46.73;9.72;4.30;168.44;414.16;101.01;40.18;3.34;43.05;1.53;0.66;model2;14;none;0;13;high
21;293;170.70;457.75;102.20;39.78;16.90;52.56;9.21;4.93;167.78;415.46;100.74;39.98;2.07;44.53;0.98;0.58;model2;14;none;0;12;high
21;294;165.79;454.37;101.68;40.49;18.94;50.28;13.52;5.76;167.75;428.28;101.00;39.88;2.11;44.70;1.02;0.38;model2;14;none;0;11;high
21;295;170.25;448.96;98.58;38.83;14.55;50.87;11.00;4.73;167.99;446.35;100.47;39.70;2.35;21.96;1.46;0.61;model2;14;none;0;10;high
21;296;169.15;452.37;100.23;39.80;14.53;52.92;7.07;5.89;168.36;455.21;100.54;39.77;2.36;5.21;1.44;0.60;model2;14;none;0;9;high
21;297;173.98;445.65;99.26;40.15;15.51;45.75;10.35;4.70;169.97;451.82;100.39;39.81;2.95;4.70;1.54;0.62;model2;14;none;0;8;high
21;298;168.67;456.90;100.99;40.75;15.43;54.27;10.38;4.90;169.57;451.65;100.15;40.00;2.97;4.44;1.26;0.75;model2;14;none;0;7;high
21;299;167.28;446.09;102.81;39.81;16.68;53.12;11.13;5.99;169.86;449.99;100.38;39.87;2.54;4.70;1.64;0.70;model2;14;none;0;6;high
21;300;170.05;450.74;98.76;38.29;14.95;59.77;12.59;5.25;169.83;450.35;100.41;39.76;2.53;4.67;1.60;0.91;model2;14;none;0;5;high
21;301;171.07;458.86;99.15;40.50;12.20;57.52;10.31;5.15;170.21;451.65;100.19;39.90;2.55;6.07;1.70;0.97;model2;14;none;0;4;high
21;302;167.67;439.70;97.97;39.05;18.33;47.97;7.03;6.44;168.95;450.46;99.94;39.68;1.60;7.86;1.95;1.02;model2;14;none;0;3;high
21;303;163.52;444.77;99.59;46.76;15.61;48.49;10.13;8.35;167.92;448.03;99.66;40.88;2.93;7.22;1.86;3.39;model2;14;none;0;2;high
21;304;171.08;474.95;101.02;51.25;16.93;63.20;10.51;5.92;168.68;453.80;99.30;43.17;3.20;13.81;1.13;5.62;model2;14;none;0;1;high
21;305;169.12;442.76;100.39;47.38;16.67;46.77;9.56;6.91;168.49;452.21;99.62;44.99;3.13;14.68;1.17;5.08;model2;14;comp4;1;0;high
22;110;166.22;458.31;102.14;39.17;13.42;54.38;10.23;5.88;170.90;424.14;99.86;39.66;4.06;30.27;2.82;1.05;model1;14;none;0;29;intermediate
22;111;168.83;468.30;100.68;40.90;13.60;37.80;8.95;3.81;170.44;428.81;100.67;39.74;4.16;35.62;2.16;1.14;model1;14;none;0;28;intermediate
22;112;172.72;455.18;100.34;40.84;14.71;53.47;9.83;5.20;171.22;440.84;100.27;39.77;4.14;31.24;1.94;1.17;model1;14;none;0;27;intermediate
22;113;173.33;435.27;99.75;39.37;13.53;44.72;7.92;4.51;171.66;449.86;100.81;39.68;4.25;15.52;0.90;1.18;model1;14;none;0;26;intermediate
22;114;171.32;451.09;99.82;41.87;16.41;43.83;13.58;5.70;170.49;453.63;100.55;40.43;2.95;12.08;0.97;1.14;model1;14;none;0;25;intermediate
22;115;171.85;453.00;98.46;40.29;16.52;41.71;8.16;4.73;171.61;452.57;99.81;40.65;1.74;11.79;0.85;0.92;model1;14;none;0;24;intermediate
22;116;175.77;455.00;98.22;41.64;14.44;47.57;8.67;5.46;173.00;449.91;99.32;40.80;1.73;8.35;0.93;1.02;model1;14;none;0;23;intermediate
22;117;170.09;449.69;104.38;39.89;13.73;61.30;10.32;3.75;172.47;448.81;100.13;40.61;2.18;7.83;2.49;1.10;model1;14;none;0;22;intermediate
22;118;166.77;457.09;98.17;39.35;14.20;49.38;8.45;4.49;171.16;453.17;99.81;40.61;3.25;2.96;2.64;1.10;model1;14;none;0;21;intermediate
22;119;165.72;459.71;101.01;39.91;14.87;38.79;10.32;5.74;170.04;454.90;100.05;40.22;4.05;3.83;2.70;0.86;model1;14;none;0;20;intermediate
22;120;166.70;446.18;100.86;38.79;14.07;61.12;8.92;4.08;169.01;453.53;100.53;39.92;4.12;5.52;2.55;1.07;model1;14;none;0;19;intermediate
22;121;166.68;451.41;100.28;37.86;18.99;38.14;9.21;5.04;167.19;452.82;100.94;39.16;1.68;5.51;2.23;0.86;model1;14;none;0;18;intermediate
22;122;165.47;455.68;96.23;40.38;16.28;45.77;9.19;3.93;166.27;454.01;99.31;39.26;0.62;5.31;2.06;0.99;model1;14;none;0;17;intermediate
22;123;171.51;448.24;98.44;41.01;14.46;54.16;8.17;5.65;167.22;452.24;99.36;39.59;2.46;5.50;2.03;1.26;model1;14;none;0;16;intermediate
22;124;169.81;446.85;100.11;40.52;15.73;58.93;10.98;5.07;168.03;449.67;99.18;39.71;2.52;3.91;1.88;1.33;model1;14;none;0;15;high
22;125;170.77;440.85;99.34;40.72;16.51;55.04;9.55;3.82;168.85;448.60;98.88;40.10;2.64;5.50;1.65;1.28;model1;14;none;0;14;high
22;126;166.67;446.41;98.82;39.67;10.95;50.01;7.68;4.42;168.85;447.61;98.59;40.46;2.64;5.32;1.46;0.50;model1;14;none;0;13;high
22;127;170.27;466.48;99.94;38.14;16.40;37.33;12.78;5.93;169.81;449.77;99.33;40.01;1.86;9.76;0.71;1.16;model1;14;none;0;12;high
22;128;169.88;443.41;99.15;42.38;12.84;54.43;10.86;3.97;169.48;448.80;99.47;40.29;1.62;10.18;0.54;1.55;model1;14;none;0;11;high
22;129;167.99;423.98;102.27;43.41;15.10;45.54;8.99;6.57;169.12;444.23;99.90;40.87;1.72;15.18;1.39;2.10;model1;14;none;0;10;high
22;130;173.72;390.40;99.37;48.71;16.14;85.89;8.60;4.02;169.71;434.14;99.91;42.46;2.67;28.72;1.38;4.07;model1;14;none;0;9;high
22;131;172.49;369.82;102.68;46.32;14.22;72.72;9.89;5.77;170.87;418.82;100.68;43.79;2.26;39.09;1.67;4.02;model1;14;none;0;8;high
22;132;165.41;446.81;100.82;39.30;14.56;52.25;10.39;5.49;169.90;414.88;100.86;44.02;3.36;33.71;1.62;3.63;model1;14;none;0;7;high
22;133;171.71;461.00;100.87;38.99;17.74;57.30;8.64;3.89;170.26;418.40;101.20;43.34;3.45;38.07;1.32;4.27;model1;14;none;0;6;high
22;134;173.86;442.28;102.02;40.03;15.52;39.31;9.53;6.29;171.44;422.06;101.15;42.67;3.48;39.59;1.27;4.52;model1;14;none;0;5;high
22;135;168.05;454.35;101.44;39.95;16.93;43.42;10.11;5.92;170.30;434.85;101.57;40.92;3.48;37.05;0.79;3.05;model1;14;none;0;4;high
22;136;173.44;466.29;98.84;41.50;13.13;51.82;11.79;5.13;170.49;454.15;100.80;39.95;3.65;9.86;1.20;0.97;model1;14;none;0;3;high
22;137;184.69;451.27;117.87;39.71;23.05;47.03;12.90;5.77;174.35;455.04;104.21;40.04;6.22;9.22;7.73;0.92;model1;14;none;0;2;high
22;138;184.33;450.00;126.37;40.21;16.31;43.70;9.51;4.62;176.87;452.84;109.31;40.28;7.34;8.74;12.14;0.70;model1;14;none;0;1;high
22;139;177.83;454.87;108.94;41.05;19.87;44.25;15.98;5.03;177.67;455.36;110.69;40.48;7.14;6.45;11.47;0.76;model1;14;comp1;1;0;high
22;261;171.33;440.73;99.73;39.27;17.35;42.34;11.82;5.53;169.84;410.40;101.45;40.05;4.45;38.05;2.23;1.10;model1;14;none;0;44;low
