a1;a2;a3;a4;failure
6.708915826;4.095589655;4.033616129;4.451310088;0
6.228808781;4.508724633;3.659666581;3.918867135;0
7.292646486;4.091657779;4.135871613;4.674714382;0
7.677509452;4.402021671;4.520583257;5.080780887;0
6.594137527;4.619200192;3.882545133;4.448972498;0
6.458393562;3.707523242;3.79869311;3.998049675;0
6.74743731;4.739673661;4.167548677;4.416650615;0
7.310960146;4.579518511;4.056057465;4.449218906;0
8.584244623;4.73906288;4.486347309;5.108374495;0
6.817620172;4.053898544;3.899067055;4.28067686;0
7.564185603;4.596318527;4.087641265;4.623804266;0
7.45883751;4.188541481;4.307506584;4.631744904;0
7.341821338;4.254391021;4.318695005;4.962907792;0
6.892783034;4.200823984;4.060793812;4.697909543;0
6.611893572;4.239076148;4.228357929;4.370494515;0
6.948658306;4.100043489;4.206627783;4.499075314;0
7.595674808;4.361971603;4.295941488;5.005949435;0
7.967314121;4.648927105;4.427813143;5.295809935;0
6.631569038;3.879072491;3.903382066;4.157111512;0
8.312327507;4.744270813;4.637149031;4.962151115;0
7.971545271;4.68009188;4.670047145;5.028352408;0
8.394303967;4.555800227;4.506386335;5.033988302;0
7.177950729;4.277677267;4.304255124;4.51765391;0
7.336241864;4.976958264;4.439661756;4.4873333;0
7.290988304;4.56579159;4.244932026;4.935424229;0
7.630867034;4.658729432;4.427680039;4.650801104;0
7.17243052;4.283148316;4.203760505;4.560628779;0
7.261284382;4.371081972;3.980149245;4.650192223;0
7.715064461;4.427043771;4.26130454;4.848810337;0
6.843976982;4.280308476;4.025692204;4.679377426;0
7.853794614;4.187986873;4.104505433;4.793830653;0
7.090727204;4.199215033;3.967192951;4.542557846;0
7.817114392;5.218507417;4.680014717;4.919574002;0
7.78667545;4.492856904;4.339556006;4.981670096;0
7.723001014;4.621757826;4.389467285;5.103584371;0
6.387680606;4.041892723;3.840453625;4.300667423;0
9.011388375;4.791355258;4.568136783;5.686799989;0
8.537862913;4.717674398;4.647291275;4.958047532;0
8.263676056;4.529317124;4.401620789;5.251963406;0
7.016776076;4.005641598;4.160604089;4.618035901;0
7.125339955;4.595301443;4.216265103;4.132689355;0
7.188146209;4.341919564;4.132817716;4.228783514;0
7.57310996;4.929397936;4.454596646;4.440102588;0
7.817996819;4.274727032;4.332469164;4.84556378;0
6.649069572;3.87371643;3.844620399;3.939675159;0
8.637171265;4.99996223;4.58056454;5.064815108;0
7.122848021;4.069633924;4.033030696;4.670669865;0
8.235780796;4.256702824;4.234689344;5.138373505;0
7.095256233;4.411814588;4.080517886;4.38757603;0
6.705571561;4.819442511;4.173881799;4.466985862;0
7.234882029;4.265212338;4.165715034;4.520269804;0
8.046296746;4.301615091;4.332209987;4.844832407;0
7.627094887;4.376815663;4.260774882;4.5082689;0
7.71111557;4.453705547;4.341925841;4.59032466;0
6.993593979;4.370432673;4.399512484;4.682418581;0
8.30249037;4.60191143;4.53475818;5.509982942;0
7.609647951;4.217482702;4.205072608;4.836809792;0
6.854528987;4.461825264;4.082711794;4.401993048;0
7.254608115;4.527846119;4.335893592;4.815924104;0
7.816716987;4.399176719;4.483584464;4.683140151;0
8.921731269;5.070810277;4.621171545;5.269911093;0
7.363583269;4.289318701;4.225437249;4.229068674;0
8.96587445;5.106043607;4.755464584;5.644806572;0
7.939087586;4.699341827;4.303813059;4.732237439;0
8.25604875;4.697559729;4.526057332;5.27757891;0
7.826610696;4.127918153;3.982247144;4.882445024;0
7.325783382;4.599321113;4.319402616;4.608759901;0
8.17869226;4.310524205;4.478121203;5.172220502;0
7.137177117;4.395284258;4.29682753;4.760478759;0
7.522601774;4.888223696;4.567117982;4.979762551;0
7.667969263;4.368046361;4.335378477;5.25956536;0
8.057734231;4.699313813;4.478282844;5.171169036;0
7.349476978;4.034716951;4.161919393;4.34452713;0
8.409756115;4.679040149;4.558330818;5.615000285;0
8.689113047;4.825127599;4.876284735;5.69735019;0
8.975675064;4.745931033;4.638802724;5.824058201;0
7.87105846;4.218581252;4.188396679;4.998055942;0
7.334872598;4.557319994;4.419477754;4.865859296;0
8.833504943;5.016690009;4.681758171;5.450369265;0
8.888875918;4.490119729;4.607224723;5.370685501;0
7.606479511;4.557331786;4.390462;4.844378696;0
6.677218831;4.562660573;3.97755774;4.677921772;0
8.130957945;4.338712187;4.375342502;5.572860354;0
7.142834322;4.094704231;4.05847908;4.782725337;0
7.569954124;4.379563801;4.112224982;4.768867338;0
7.305891936;4.285138863;4.274785883;4.979772429;0
7.619246006;4.722840166;4.470186867;4.853381891;0
7.807352044;4.693753762;4.312184473;5.238324016;0
7.699065208;4.466327598;4.389151967;5.064090496;0
7.813534916;4.349785599;4.424445801;4.915810111;0
9.596738639;5.004030275;4.88477021;5.781281482;0
8.701746294;4.786989265;4.909864764;5.092010418;0
9.310183445;4.81049409;4.972350911;6.230121977;0
7.703474187;4.447265345;4.271738233;4.749107122;0
7.699464114;4.75898589;4.426209026;4.803507974;0
7.082917515;4.399185117;4.085299134;4.42701257;0
7.998759306;4.341194095;4.430060241;4.601584322;0
8.784760574;4.790485734;4.688434891;5.451360367;0
7.575993355;4.1247387;4.322500711;4.58913624;0
8.844590055;4.873230938;4.625711148;5.368707542;0
7.841469596;4.674690119;4.346104897;5.012283419;0
8.115557676;4.385012018;4.602301342;5.492952014;0
8.717952008;4.804093462;4.798680253;5.570622135;0
7.960789147;4.706741118;4.797923807;4.817698387;0
8.515629621;4.627041244;4.566924573;5.485621279;0
9.074516592;4.904915552;4.846020442;5.925746577;0
8.41148497;4.747024198;4.822166388;5.058985941;0
7.699787374;4.223058046;4.357039235;4.926018612;0
8.524158209;4.579674689;4.795846212;5.487557976;0
8.496176565;4.972695139;4.804511089;5.531144719;0
8.104898792;4.585173473;4.172310231;5.186191413;0
7.339390368;4.332768558;4.182971684;4.921984165;0
7.868233785;5.318097534;4.644316415;5.031928636;0
8.010052692;4.479115255;4.300552774;4.922729218;0
9.096645078;4.564869528;4.82779528;5.823216282;0
8.073295418;4.54131265;4.501222749;4.690162535;0
8.103403123;4.766268125;4.407141856;5.388285186;0
8.13085586;4.538311272;4.381431411;5.00637325;0
8.150064765;4.455171617;4.521638013;5.257058273;0
8.933477553;4.96936143;4.543524114;5.237441208;0
6.849636525;4.384356344;4.152028285;4.42948051;0
7.645378911;4.659463034;4.335108589;4.942510904;0
8.280036337;4.796415958;4.36859588;5.12431149;0
8.157874812;4.409408772;4.391916233;5.421598595;0
6.976299367;4.008173419;3.875670489;4.267762558;0
8.854924676;5.309335557;4.808899852;5.513109453;0
8.431665829;4.472692585;4.725321259;5.648089372;0
8.563081163;4.764240474;4.4326799;5.504778754;0
7.153652539;4.179554355;4.204380981;4.763178852;0
8.354094997;4.909523996;4.825274551;4.947329625;0
8.70659293;5.027447931;4.823044487;5.568542328;0
8.62547343;4.605817768;4.526326106;5.266180224;0
7.237258765;4.601278375;4.348355709;4.664541179;0
8.320532566;4.598721049;4.583809978;5.212702516;0
7.114593127;4.636803585;4.062026309;4.491497709;0
8.309101462;4.429616207;4.574769048;5.517269622;0
7.442401078;4.023692639;3.985765283;4.561404725;0
7.386873037;4.459298178;4.171119734;4.567181277;0
7.484166288;4.893484962;4.601571723;4.816905828;0
7.728796681;4.223021368;4.451191306;4.836917051;0
8.484298211;4.87415992;4.746470322;5.544923076;0
7.089016176;4.377787074;4.472726988;4.615645098;0
8.364123416;4.866452031;4.771149714;5.380192527;0
8.519455708;4.660451479;4.871157893;5.422715431;0
9.125341954;5.01096533;4.888209053;5.963056025;0
8.592584245;4.445370662;4.62940351;5.42641236;0
8.529231054;4.818191173;4.923580849;5.343384199;0
8.919961016;4.809649806;4.622390796;5.324878508;0
9.03496204;4.552165577;4.684214185;5.391802843;0
7.654188218;4.430052116;4.323001475;4.579746303;0
7.42274367;4.956917537;4.235865342;4.613377908;0
8.891047371;4.72022037;4.54216849;5.71992508;0
7.508921112;4.365999027;4.19031293;5.042253257;0
8.598446471;4.756611085;4.46787605;5.156721194;0
8.140619505;4.192695542;4.093903866;4.902329878;0
7.8543028;4.691590518;4.602232221;5.03713313;0
9.044764197;4.825986001;4.662213304;5.062479886;0
8.031206667;4.556765093;4.493938983;5.352225309;0
7.576858234;4.626412827;4.265247034;4.668742626;0
8.159986141;4.633226311;4.393073146;5.270914537;0
8.878555744;5.057900233;5.067172149;5.666844821;0
8.035900585;4.965965007;4.481114631;5.747822799;0
7.62243219;4.485522503;4.242684012;5.262978761;0
7.394492288;4.550036518;4.234146886;4.906954105;0
8.147187221;4.584370717;4.565206402;5.147663516;0
7.839919115;4.212216432;4.305065825;4.94585554;0
7.842164987;4.533544441;4.708859883;5.308513042;0
8.213439521;4.601663149;4.746824638;5.237532149;0
8.108856461;4.512137948;4.520437835;5.261093691;0
7.746159341;4.685881591;4.771236695;4.762790551;0
8.079101365;4.861783044;4.274668547;4.729933182;0
8.829743808;4.583293209;4.50351288;4.964018334;0
7.589997467;4.95422296;4.468025617;4.882350904;0
7.692526615;4.444967912;4.229466688;4.669179591;0
8.652322087;4.624608659;4.775767476;5.527214566;0
8.105828189;4.670747405;4.64622456;5.218803883;0
8.444354953;4.56100453;4.562231206;5.617045703;0
7.814858842;4.210859049;4.533835029;4.892224778;0
8.605118403;4.982974416;4.742511247;4.794132074;0
8.09241332;4.600474518;4.36556344;4.952537393;0
8.089712336;4.614376299;4.549297116;5.083558518;0
7.382235756;4.425680737;4.262769495;4.903915255;0
8.015353277;4.820126755;4.542474086;5.118592265;0
8.210566541;4.765412382;4.572069565;5.214145801;0
8.727617541;4.654012695;4.75682232;5.632397733;0
8.308628157;4.51333065;4.385279236;4.983505879;0
7.788973367;4.464384441;4.441359409;4.668548265;0
8.120789605;4.417799144;4.48116847;4.730730002;0
7.463450544;4.564563168;4.407811542;4.698550362;0
8.969601364;4.511499177;4.845094111;5.73547395;0
7.547356564;4.157054718;4.175050207;4.341599603;0
9.018380966;5.354388711;4.775310513;5.678430828;0
7.88071448;4.625889314;4.749658418;5.2805453;0
8.491968203;4.49680094;4.469544995;5.34002198;0
7.924302092;4.779094869;4.658731649;5.243789158;0
8.408876281;5.111138227;5.007694411;5.269240703;0
8.681704727;4.508382297;4.674044928;5.504862448;0
8.746266841;4.713700052;4.744393782;5.361968743;0
7.262244911;4.220831552;4.58275819;4.87560455;0
8.06430665;4.397903992;4.643102666;5.179236564;0
8.133867261;4.606684735;4.666034704;5.173188397;0
7.447194061;4.3439048;4.620361686;5.179914011;0
7.704053192;4.273025544;4.522847178;5.092528983;0
7.210652269;4.143475568;4.288039085;4.716982252;0
8.125298131;4.81424358;5.001197462;4.837330158;0
8.004860972;4.196387192;4.66463554;4.696611041;0
8.554084181;4.590189215;4.901244582;5.429575141;0
8.243157623;4.564479145;4.869195631;4.736065172;0
8.736184545;4.831703602;4.906448601;5.69752977;0
8.066853193;4.596934258;4.598824809;4.939363311;0
8.790971151;4.797875284;4.765839051;5.627506492;0
8.121069463;4.840015456;4.601542933;5.25055862;0
8.154459425;5.015655068;4.775862954;4.994079275;0
9.589518264;5.250409668;5.102852278;5.769032088;0
7.575576149;4.585434092;4.161600453;5.051006434;0
8.22252645;4.332944675;4.753796752;5.414591157;0
7.458031391;4.309514068;4.203848117;4.674776945;0
9.418250462;5.124823075;5.050779854;5.786997735;0
7.692817248;4.13242732;4.521952741;4.912027704;0
8.602441769;4.627427675;4.443433703;4.950410227;0
7.61308694;4.421447543;4.156313709;4.818793646;0
8.083136772;5.017297868;4.715247138;4.860485879;0
8.227914828;4.68971422;4.392246445;5.071196314;0
8.832487161;4.691913653;4.710296213;5.585666868;0
7.929472647;4.505904143;4.554619309;4.834838238;0
8.915438264;5.071370384;4.622036994;5.459768145;0
7.953771106;4.676116072;4.411960203;4.861717318;0
8.048000479;4.487571913;4.566876369;5.470065497;0
8.28639233;3.960342112;4.327409238;4.952051033;0
7.786044525;4.803409489;4.670331559;4.891509394;0
7.204455071;4.560175416;4.401584614;4.970847521;0
7.621124827;4.203044971;4.290484319;5.022031936;0
8.337213789;4.909945099;4.715373327;5.693774086;0
7.28701556;4.290944161;4.394371181;4.848216297;0
8.748749962;4.865511224;4.841529746;5.777161713;0
7.896121992;4.678005804;4.538281717;5.298529566;0
8.756486664;4.499437443;4.739369172;5.306141947;0
7.913073185;4.372272959;4.407543284;5.147988449;0
7.832683054;4.808687047;4.714330704;4.707984758;0
8.02773853;4.430266889;4.649814298;4.755507018;0
7.994180998;4.241858683;4.59688528;4.804045981;0
8.079595612;4.503265404;4.646312098;4.827759987;0
7.494765171;4.759887204;4.481959456;4.582351938;0
7.965066438;4.454692365;4.684301463;5.321906296;0
7.811318112;4.465503942;4.763551268;5.0824752;0
9.136077005;4.819715035;4.660773423;5.347473325;0
8.251734515;4.258328829;4.870916139;5.087758113;0
8.703386559;4.94582228;5.047687635;5.317082874;0
7.864670481;4.437380645;4.535549008;5.107776097;0
8.991060292;5.103089672;4.877932339;5.654022214;0
7.203210726;4.376751015;4.200805925;5.060800182;0
8.781136649;5.04585537;4.672006361;5.471856072;0
8.295048169;4.738426715;4.6325985;5.547251027;0
8.858549664;4.538291353;4.709706949;5.522752589;0
8.171323488;4.423655704;4.408158538;4.952761482;0
7.396868981;4.324947007;4.248055579;4.734649841;0
8.337330941;4.54675158;4.50134676;4.678522148;0
7.81831771;3.910476947;4.088198119;4.59724265;0
8.44446505;4.894695342;4.661157854;5.244650561;0
8.011188898;4.432722941;4.36853339;4.528919517;0
8.878724296;5.225659245;4.822327405;5.468020416;0
7.791685351;4.810194651;4.365054856;5.069781793;0
8.935758983;5.265023774;4.7352478;5.46756803;0
8.262277401;4.800022103;4.437588767;5.183206671;0
7.872769252;4.790414264;4.735847274;5.084482958;0
8.353062273;4.630958129;4.381297883;5.241057523;0
8.491239846;4.240295444;4.653059858;5.261417022;0
7.616421661;4.258474586;4.470401892;4.916511527;0
8.162445527;4.459696212;5.020544955;5.303467183;0
9.198633206;5.014768755;4.925326281;5.443345566;0
7.588395765;4.131557693;4.632784252;5.174644758;0
8.0560214;4.97667665;4.907829759;5.070423135;0
7.52772397;4.2613023;4.361325562;4.709119824;0
8.222616128;4.509606462;4.792961538;5.309326929;0
7.112514585;4.227997256;4.258340418;4.781494812;0
7.771311535;4.681990663;4.508654843;5.192563944;0
8.512526756;4.940143608;4.505807685;5.25865473;0
8.582389505;4.805436012;4.780157918;5.351619535;0
8.138890339;4.593947039;4.265517833;5.138808177;0
8.04714253;4.600464425;4.519410716;4.789792744;0
8.464787465;4.681322468;4.521049696;4.86804283;0
8.069557452;4.572251429;4.390162459;4.952052215;0
8.085029735;4.786394052;4.508910021;5.247009189;0
7.699941865;4.295552164;4.318143336;4.650506416;0
8.856421107;5.031571584;4.764042734;5.010368245;0
7.681288326;4.591935128;4.345051515;5.05013623;0
9.604407599;4.97253009;5.010534424;6.198150908;0
8.007635759;4.570804238;4.593712875;5.283805691;0
8.541511562;5.179473672;5.113273916;5.506264389;0
8.231345034;4.489141677;4.401530696;5.231034465;0
8.742750087;4.66408547;4.901866441;5.478131204;0
7.76263107;4.428979583;4.55539957;4.994767905;0
8.534419116;4.354512823;4.627934695;5.045291236;0
8.5580762;4.753369026;4.608158661;5.193919925;0
8.346164278;4.925865349;4.826275296;5.225228599;0
8.006387872;4.252819292;4.57687297;4.98444243;0
8.214504404;4.571252859;4.783314206;5.063822459;0
8.671382261;5.214588242;5.008661047;4.954840461;0
8.091332348;4.226347634;4.586763643;4.894985279;0
8.750807844;4.636826005;4.953303203;5.806660979;0
7.265281772;4.324066593;4.472406065;4.705418758;0
8.495552413;4.70187261;4.920132138;5.273201956;0
7.881696935;4.275275236;4.590724871;5.053181372;0
9.318317526;4.874148943;5.203766939;5.967296231;0
7.739489017;4.482267602;4.919238977;5.080634453;0
7.896335029;4.759048404;4.889346986;4.876759143;0
7.482585367;4.540170035;4.559027564;4.658617442;0
8.247355667;4.695579002;4.798380866;5.340408643;0
8.164276402;4.371744082;4.799618051;5.399171951;0
8.07851387;4.14617827;4.570638184;4.773432815;0
9.318448111;5.461610805;5.043253499;5.402027237;0
8.458184319;4.377193396;4.626445394;5.030054104;0
8.406625375;4.327203431;4.70294053;5.16167201;0
8.036049486;4.718558971;4.507225829;4.932449922;0
7.376820948;4.708322591;4.621371795;4.615172073;0
8.00009259;4.737492876;4.482779291;4.86751024;0
8.672110318;4.503248558;4.847005992;5.370759762;0
7.661775356;4.719804899;4.546055054;4.709762798;0
8.793822011;4.579665443;4.559610063;5.452894658;0
7.970429217;4.481774533;4.324139958;5.16759753;0
9.688316082;4.903855711;5.008763672;5.648906859;0
8.015240165;4.317096753;4.128235416;5.279151905;0
8.012774053;4.122147037;4.318823427;4.657485379;0
8.317723412;5.550382809;4.763989727;5.208152262;0
7.889747635;4.194171111;4.050421225;4.923230865;0
7.979299865;4.545537884;4.481293363;5.126992435;0
7.299073254;4.488092047;4.251063806;4.819952785;0
8.590076201;4.85613465;4.587736531;5.257119888;0
9.118358005;5.121641251;4.846078777;5.497671825;0
8.602203604;4.660770972;4.922803138;5.3607425;0
8.434348025;4.63881412;4.467641614;5.274406608;0
8.615184189;4.836613631;4.844599952;5.207844911;0
8.069730938;4.606181145;4.555116338;4.937389461;0
8.941522709;4.599502212;4.902652809;5.804255141;0
7.150483097;4.456421543;4.624902856;4.97983504;0
7.239719671;4.230498636;4.279864527;4.752083194;0
8.78444468;4.894674174;4.955193514;5.421746638;0
8.059632069;4.191784213;4.93584235;5.398007811;0
10.25992743;4.853615903;4.966278096;5.756734306;0
7.976328472;4.185683893;4.725111275;4.983469525;0
8.115277121;4.955534771;4.952627789;5.052729554;0
8.116622892;4.407268361;4.342841194;4.875484364;0
7.91080624;4.387567501;4.811133042;5.157488745;0
7.103094748;4.337709567;4.409382519;4.907732724;0
8.26373048;4.680447573;4.817401257;5.039186478;0
8.194834788;4.925977327;4.714616356;4.900561466;0
8.559093812;4.510204991;5.08796758;5.390263639;0
8.352972402;4.162216945;4.533893622;5.179457768;0
8.741619569;5.061311662;4.833753325;5.269280438;0
8.906470656;4.914412723;5.014478143;4.891380382;0
8.532137099;4.004843594;4.810125768;5.35288357;0
7.743127339;4.892357297;4.495242948;5.272072151;0
7.503208352;4.33054425;4.240732137;4.719316873;0
8.291316073;4.748058126;4.519335623;4.938156997;0
7.747938679;4.679307656;4.561192496;5.398303523;0
9.379290586;4.900765796;4.867928693;5.793481684;0
7.674914354;4.37374618;4.467365548;5.111479694;0
8.020245085;4.854286188;4.702514702;5.059150909;0
8.22568142;4.418634205;4.452474672;5.232013781;0
8.73406084;4.537511221;4.587677992;5.310641071;0
7.833932459;4.546703325;4.310411122;4.881080019;0
8.536501088;4.822920999;4.548595575;5.245501238;0
8.960624441;4.903804323;4.384578759;5.184192084;0
8.692122451;4.690305941;4.850921258;5.206003813;0
9.064785918;4.957138842;4.574193765;5.118834233;0
7.719053261;4.473983577;4.306370172;5.167776989;0
7.397137359;4.281110789;4.432634267;4.880403368;0
8.716351412;4.751895937;4.985775293;5.539088964;0
8.025768591;4.316016237;4.858642191;5.168209247;0
7.534316599;4.87324954;4.67830465;4.635989188;0
7.767989155;4.632718213;4.233028314;4.692973149;0
7.701589527;4.243852845;4.718233002;4.775721895;0
7.38383119;4.363469301;4.433178406;4.643357347;0
7.964227688;4.277069064;4.584700984;4.675643971;0
8.049150971;4.558259553;4.476677145;4.981770127;0
8.16886236;4.257985332;4.790192528;5.359193675;0
9.909501835;4.91988969;4.886291604;5.505592098;0
7.210766602;4.324842033;4.251152124;5.254877639;0
8.05201745;5.042178375;4.855439333;5.102214385;0
8.098841682;4.416319831;4.429420737;5.311529144;0
8.986085155;4.674351376;4.856457535;5.606777895;0
7.649144149;4.583942095;4.524150292;4.870834627;0
8.712974188;4.740894871;4.611485618;5.421960539;0
7.944374656;4.29755865;4.318545278;5.169025056;0
8.80587265;4.64346405;4.851471176;5.618726933;0
7.675176665;4.36007534;4.170369596;5.134573491;0
7.918974933;4.899463841;4.506993136;5.278279552;0
7.799122991;4.737164157;4.259336645;5.05792249;0
8.528308387;4.36107422;4.69135626;5.883543139;0
8.560898221;4.786360438;4.946681704;5.78835457;0
8.197522766;4.105125898;4.593836502;5.279991977;0
8.679171243;4.933799849;4.871333783;5.430109393;0
7.992418366;4.23784643;4.540090332;5.148874911;0
9.936013115;4.381921771;5.002436597;5.622991952;0
7.660115667;4.399587795;4.599575038;5.261398963;0
7.555705357;4.822103054;5.031198754;4.949395374;0
7.592378905;4.472492773;4.650786312;5.243872352;0
9.120179489;4.461301694;5.179221747;5.852924719;0
7.180481699;4.514205615;4.685466823;4.89555856;0
8.181161175;4.298079664;4.568503052;5.376909505;0
7.951285798;4.350940115;4.601129409;5.094392528;0
8.256721682;4.501017304;4.872247369;5.408868736;0
8.484708075;4.632970049;4.465014512;5.355312337;0
7.845912952;4.172116571;4.727865065;4.956889464;0
8.13029231;4.94083304;4.921230133;5.048927393;0
8.090288694;4.369791103;4.618548416;4.848119711;0
8.337383852;4.447100088;4.852559926;5.119077926;0
7.811103979;4.409485476;4.586278281;4.907701764;0
8.543495593;4.70861224;4.720311398;5.042497495;0
8.167383204;4.647271288;4.582146021;5.12132875;0
8.554925518;4.386611054;4.92215654;5.347967918;0
8.814594688;4.557866116;4.753625706;5.242069196;0
7.669934865;4.399965651;4.397707843;4.61348315;0
7.589379416;4.291957859;4.481997351;4.860942662;0
7.568455675;4.286634554;4.219338635;4.75681252;0
8.160797754;4.242070469;4.55813516;5.285005938;0
7.062178559;4.055180801;4.220470447;4.633738706;0
8.226530737;4.994636284;4.585504081;5.406634866;0
7.818453351;4.305458972;4.375058082;5.052905503;0
8.913368524;4.934950674;4.855983672;5.619571327;0
8.973547344;4.484135076;4.730252223;5.539056917;0
8.698251682;4.950290731;4.824153296;5.382402722;0
8.702168164;4.790862843;4.44579135;5.313560657;0
9.164069267;4.564624107;4.935193115;5.97780292;0
8.157126676;4.578004961;4.65735177;5.46372184;0
8.453191338;4.499639977;4.514260398;5.247157594;0
8.065702622;4.502171477;4.317330894;5.280752297;0
7.970686006;4.80723941;4.729834044;5.518795774;0
8.565029295;4.404048089;4.466611001;5.415355363;0
7.844432617;4.563964187;4.516789022;5.411437204;0
7.910084765;5.05777298;4.829459559;5.019370294;0
8.261244972;4.048303042;4.32494636;5.33247052;0
8.805307446;4.41718457;4.849790057;5.853182541;0
6.734395642;4.293470486;4.349509513;4.748783367;0
8.723985749;4.446593384;4.787516002;5.435997355;0
7.825780964;4.656653874;4.534742063;5.067757737;0
9.059972765;4.83096622;5.076164911;5.703925071;0
8.580661282;4.700783954;5.006127933;5.405872538;0
7.797544528;4.587003921;4.702738607;4.801399981;0
8.509456766;4.729793986;4.711603146;5.230534961;0
7.968182984;4.567395724;4.727914472;5.261553668;0
7.325443022;4.16228234;4.385015272;5.027449583;0
7.760535819;4.036919183;4.266930661;5.026174655;0
8.027330121;4.809598142;4.722809919;5.104131069;0
7.173665472;3.796442296;4.522891622;4.905658381;0
10.69951785;4.418468913;5.197650306;5.675581308;0
7.601422247;4.398903222;4.58096521;4.811113968;0
8.007675738;4.741754787;4.924312934;5.035160843;0
7.820400786;4.266139795;4.43234135;5.396607826;0
8.278393549;4.357628929;4.757132929;5.409533568;0
7.603440404;4.641775064;4.605214984;4.93245954;0
8.475787342;4.581577755;4.611299178;5.390236451;0
7.940715523;4.642562147;4.450946194;5.06559145;0
8.92185683;4.618564892;4.703892487;5.579558949;0
7.903730181;4.33849213;4.175956796;4.918133334;0
8.940600403;4.741683551;4.911068032;5.215742365;0
7.898635517;4.799821387;4.361053936;5.054518564;0
8.253924302;4.285707712;4.395108172;5.032655821;0
8.75081965;4.466559364;4.65283896;5.513026475;0
7.911500932;4.34207557;4.480222584;5.181449616;0
9.336768474;5.049909179;4.848620378;5.794223035;0
8.551794433;4.6563426;4.456582199;5.403495447;0
9.336131217;4.536143505;4.853035085;5.518898912;0
8.394407521;4.574527472;4.352396209;5.318607084;0
8.643731112;4.933505683;4.751703315;5.106085395;0
8.078308584;4.727832147;4.551079315;5.398518226;0
8.917603621;4.495148221;4.769522724;5.802439154;0
7.78566907;4.450351703;4.590919203;5.12922099;0
7.899959448;4.491210251;4.423005381;4.981976824;0
8.486207431;4.495446063;4.575009112;5.539562636;0
8.36323744;4.151867593;4.655891617;5.190629373;0
8.914783917;4.880264185;4.690439308;5.443233699;0
3.65687056;3.799301015;3.196925483;2.975637318;1
3.514451279;4.051340218;3.116087148;4.032697324;1
3.482452489;3.666035549;3.017377576;3.303987901;1
3.123445358;3.338052519;2.667692681;2.614247106;1
3.467990968;4.119874837;3.275492134;3.339112911;1
3.38430126;3.541770926;2.916801429;2.764989288;1
3.513783297;3.978797823;3.208623822;3.478896192;1
3.492980424;3.471826777;2.956913849;2.85847072;1
3.326238053;3.666121556;2.998869092;3.068424755;1
3.68095976;3.932140004;3.273055588;3.600893866;1
3.73231832;3.929939098;3.163370308;3.503165545;1
3.880773269;3.838448831;3.195448171;3.570662662;1
3.759156448;3.681927388;2.905888971;3.280324506;1
3.93003781;4.050393425;2.988274747;3.219664875;1
3.289134746;3.987037526;2.940986808;3.300702802;1
3.649431059;4.176875454;3.189043882;3.517015718;1
3.024851672;3.67411302;2.813894975;2.676963931;1
3.641017459;4.151475655;3.045831525;3.097414825;1
3.97984398;4.436722571;3.58655644;4.416140357;1
3.140731686;3.61391797;2.816921963;2.980856314;1
3.269779191;3.375491917;2.698889608;2.900419987;1
3.440290686;3.71753753;2.904935788;3.082387888;1
3.808362471;4.423525643;3.300700366;3.254950522;1
3.350442477;3.749301275;2.924137416;3.266420256;1
3.560172918;3.738110232;2.995919443;3.333148192;1
3.472581092;3.96021514;3.334026501;3.366829844;1
3.523579103;3.741007289;2.921404779;3.071017559;1
3.482352061;3.596273542;3.001129636;3.719410267;1
3.373973494;3.634582424;3.043865591;2.984744081;1
3.331405035;3.86350358;3.056260168;3.138226649;1
3.258465823;3.73797685;2.895726939;3.362810913;1
3.229210973;3.593685475;2.754365212;2.557682882;1
3.351229445;3.847381412;2.997817424;3.506032331;1
3.479024721;3.764936081;2.918138683;3.049671926;1
3.938702633;4.458213877;3.346656241;3.613804079;1
4.123691513;4.561556396;3.520161658;4.260765969;1
3.75168661;3.583098521;3.035882828;3.114030621;1
3.779517923;4.055187652;3.362527732;3.3811941;1
3.869817654;4.11777014;3.27415084;3.375399064;1
3.462473733;3.81354478;3.043089996;2.878961205;1
3.473682806;4.216683923;3.173049553;3.287078059;1
3.453571825;3.76528926;3.02798526;3.451684102;1
3.372559048;3.858657672;3.021663086;3.256198125;1
3.776250553;4.120661352;3.34468733;3.33086816;1
3.736428612;3.889462763;3.16368255;3.670979057;1
3.414875398;3.542909905;3.052995798;3.025100309;1
3.517706859;3.961342203;3.152956848;3.055132796;1
3.348507049;3.611344927;2.876133521;3.168945224;1
3.442304253;4.037992853;3.017205601;3.284796423;1
3.133970684;3.341272732;2.651898322;3.079056035;1
3.171510377;3.765346022;2.849958705;2.925816577;1
3.414302279;3.692705924;2.843210195;2.954961353;1
3.50528736;3.967750081;3.199411835;3.569893566;1
3.316944314;3.813385677;2.98733182;3.39619801;1
3.475341187;3.547272044;2.82941502;2.918635111;1
3.321684521;4.028354217;3.045033344;3.325515509;1
3.706213936;4.2422151;3.165263573;3.210915582;1
3.33860623;3.725741673;2.809523849;3.26012634;1
3.60532684;4.207140676;3.318430209;3.516893114;1
3.261798918;3.873672341;2.976535702;2.911015192;1
3.746500384;3.933431211;3.127431406;3.392287364;1
3.701117994;3.933742779;3.227433804;3.738249964;1
3.576514666;4.501963069;3.318074437;3.521319411;1
3.766636797;3.947071783;3.260839966;3.359491821;1
3.788973563;4.208116338;3.086362242;3.094074051;1
