principal component 1;principal component 2;age;Risk;model
90.6196601;-0.036470399;20;low;1
17.12636059;41.12816187;20;low;1
34.3363559;30.61878049;20;low;1
40.48781181;26.32650669;20;low;1
8.675490977;28.70914774;20;low;1
1.694340992;2.616257383;20;low;1
-2.3003708;4.952469112;20;low;1
20.36831796;-6.279544921;20;low;1
-8.321610921;3.9178405;20;low;1
13.71243566;-4.72138255;20;low;1
-6.308467411;5.871328844;20;low;1
-0.627162052;3.737910154;20;low;1
5.687499211;-5.426687127;20;low;1
6.068572535;-4.066778594;20;low;1
-2.737808895;-2.129225928;20;low;1
-3.809793536;-2.052425796;20;low;1
9.545139091;-7.247411853;20;low;1
18.94121178;-7.906002498;20;low;1
11.35218376;-2.593562797;20;low;1
7.539386562;-0.308128151;20;low;1
0.418025895;3.41630141;20;low;1
2.248471791;1.423149197;20;low;1
-7.039229587;0.936674141;20;low;1
-8.496991492;-2.416748381;20;low;1
5.089732378;-9.120636819;20;low;1
-0.59469645;-4.55942772;20;low;1
-5.435354103;-2.49631464;20;low;1
-7.258443897;-1.463321839;20;low;1
15.57291915;-8.871368736;20;low;1
4.046736879;-3.01069208;20;low;1
-13.88883667;9.247632544;20;low;1
-11.38408658;6.27325786;20;low;1
-13.26734379;6.615570515;20;low;1
-13.35837856;-3.152942362;20;low;1
-14.18959201;-8.714488361;20;high;1
-30.67006725;2.478034003;20;high;1
-17.55559444;-5.885776301;20;high;1
2.747780029;-10.01608945;20;high;1
-11.29111948;-1.828337114;20;high;1
-0.342736685;-0.560869312;16;low;4
-6.744880546;-1.154350795;16;low;4
0.516463603;-5.20980858;16;low;4
16.85256645;-9.115056474;16;low;4
-8.227402948;4.747644462;16;low;4
-16.41541453;9.567166361;16;low;4
-6.552300521;3.296589485;16;low;4
-6.61932391;1.400220774;16;low;4
-4.017985374;-8.62788549;16;low;4
-15.42663081;-2.204901514;16;low;4
-6.529638103;-7.194751376;16;low;4
-1.916297129;-7.439930602;16;low;4
0.726016795;-6.748985591;16;low;4
-11.01368794;-0.52215152;16;low;4
-13.65916332;0.564741409;16;low;4
1.71300682;-6.394244317;16;low;4
-16.8708439;2.739671971;16;low;4
-11.50342788;-3.837070668;16;low;4
-5.679578026;-5.861783083;16;low;4
2.155168484;-7.126654147;16;low;4
1.163024337;-6.332244838;16;low;4
-20.03198819;6.740499468;16;low;4
-10.66742847;0.99956308;16;low;4
10.11781104;-7.102848594;16;low;4
7.593804501;-4.512472634;16;low;4
7.994074932;-4.036501662;16;high;4
-0.167354419;0.703021801;16;high;4
65.41327002;-13.18071729;16;high;4
89.06304548;-7.039648196;16;high;4
38.28099216;23.86156655;16;high;4
-0.910842386;-1.45044659;3;low;3
3.838493409;-2.94380816;3;low;3
-2.150548156;0.793941352;3;low;3
-11.32118789;4.997494726;3;low;3
-7.475502722;-3.031708201;3;low;3
-22.82867318;5.726941186;3;low;3
-4.841407518;-6.981339123;3;low;3
-0.471720863;-7.851118057;3;low;3
-13.28796166;0.259837713;3;low;3
-12.86611469;-0.494566862;3;low;3
4.731381138;-8.049910761;3;low;3
-4.415547634;-2.600957559;3;low;3
-12.82065354;0.111701234;3;low;3
-8.641091292;-2.438449048;3;low;3
-7.770985894;-3.083736846;3;low;3
-1.50378687;-8.404558994;3;low;3
-13.76705682;-2.470685511;3;low;3
-14.74141576;-2.776702572;3;low;3
-12.41856128;-3.746791263;3;low;3
-4.803832489;-7.124893274;3;low;3
-16.38151087;-4.138838481;3;low;3
-3.826501193;-8.172162069;3;low;3
-18.4233624;0.346145023;3;low;3
-11.56727946;-3.958003111;3;low;3
1.733470604;-8.849084213;3;low;3
-9.1918484;-1.674808772;3;low;3
-14.00269701;-0.916731846;3;low;3
0.164248445;-7.08181009;3;low;3
8.90561648;-7.301683729;3;low;3
7.039646177;-5.350094903;3;low;3
-1.685633276;0.173635458;3;low;3
-8.787773384;2.926915606;3;low;3
3.748669716;-3.684185818;3;low;3
11.07247018;-7.053959629;3;low;3
21.49918899;-8.066553988;3;low;3
83.33312041;-14.90306253;3;low;3
80.18613504;0.532786994;3;low;3
18.14884737;39.34805554;3;low;3
0.906971282;49.45921015;3;low;3
104.3087864;4.124254406;3;low;3
104.0056004;5.098244929;3;low;3
50.5214216;30.07604446;3;low;3
12.00511441;53.52537378;3;low;3
48.43581288;32.43274551;3;low;3
22.28483493;29.04779923;3;low;3
-11.39190195;17.61522531;3;low;3
-0.755835585;3.028031478;3;low;3
-10.96321417;9.281493189;3;low;3
-8.465403612;-3.275298847;3;low;3
-4.712855332;-7.635921701;3;low;3
-6.471707552;-6.268090187;3;low;3
-25.33793669;4.505825031;3;low;3
-11.54866693;-3.011485156;3;low;3
-1.255704461;-6.538083051;3;low;3
82.77660825;-18.56232986;3;low;3
92.15606927;-2.992847742;3;low;3
13.34013089;44.54405433;3;low;3
17.16159937;42.09366949;3;low;3
27.55923312;36.34918624;3;low;3
25.96939503;18.06214179;3;low;3
7.174883994;-4.680807851;3;low;3
10.94926029;-5.234802735;3;low;3
-7.282509605;6.710662793;3;low;3
-0.049235278;1.907798394;3;low;3
-14.62484612;6.340422251;3;low;3
-10.83512897;0.28248001;3;low;3
0.296967616;-9.380053021;3;low;3
-31.71886349;10.98184422;3;low;3
-17.02099524;-0.318415348;3;low;3
-19.95962547;1.657629398;3;low;3
-4.675017458;-5.877342356;3;low;3
10.37974825;-10.68182887;3;low;3
1.6292482;-2.62252677;3;low;3
-1.17568543;-0.388496868;3;low;3
8.419746914;-4.957402228;3;low;3
-16.53507311;11.86039606;3;low;3
3.584442894;-4.634308514;3;low;3
0.831032875;-1.832019174;3;low;3
-3.553976532;-0.07238532;3;low;3
-9.159109213;-0.195735515;3;low;3
0.45481421;-6.043743401;3;low;3
3.169642753;-7.425649019;3;low;3
-6.336052902;-2.852235375;3;low;3
0.338771591;-5.508941063;3;low;3
-11.16851032;1.801410597;3;low;3
-8.630017003;-1.069342175;3;low;3
-9.521826325;-4.232865916;3;low;3
-30.49711479;9.516025209;3;high;3
-9.358582774;-6.052162584;3;high;3
-29.31583233;4.005584048;3;high;3
1.016599899;-9.232865111;3;high;3
-0.038365452;-5.00325318;3;high;3
-3.192445151;1.936764622;1;low;4
2.05116481;-2.062267373;1;low;4
28.43387736;-10.36820424;1;low;4
81.24569866;-14.09567945;1;low;4
51.2394998;9.681033717;1;low;4
-3.621268149;43.46675942;1;low;4
15.46716925;31.28848561;1;low;4
-4.323600618;38.08274935;1;low;4
7.401609459;4.288447145;1;low;4
-27.48824995;5.780285281;1;low;4
-5.788619298;-4.359642376;1;low;4
-18.24163495;0.583401724;1;low;4
-12.46327572;-1.052315432;1;low;4
-25.23530674;0.120290135;1;low;4
-11.57802068;-6.108309522;1;low;4
-16.74436079;-6.406366075;1;low;4
-20.80049785;-4.073799028;1;low;4
-14.65602431;-7.969838753;1;low;4
10.44111525;-11.42209466;1;low;4
-0.602127038;-2.940427735;1;low;4
14.39570434;-6.193092314;1;low;4
4.35353236;-0.416134936;1;low;4
0.370170823;0.998982912;1;low;4
9.962550409;-5.747064499;1;low;4
11.50058658;-4.891878379;1;low;4
-6.494630004;3.028275804;1;low;4
-4.451277353;1.763611718;1;low;4
-4.715999307;1.045111813;1;low;4
-11.55799707;0.88786065;1;low;4
-20.12269707;-1.377003353;1;low;4
-2.308688582;-8.991752496;1;low;4
-3.940791128;-5.782386518;1;low;4
-1.588080236;-6.27194353;1;low;4
-7.592948183;-2.837896614;1;low;4
1.206132989;-7.1365701;1;low;4
-7.023827543;-4.275047364;1;low;4
-20.3010427;5.28069915;1;low;4
-7.642721324;-3.003673084;1;low;4
2.516174104;-6.755580881;1;low;4
1.402944862;-5.690751816;1;low;4
16.39086575;-8.451517791;1;low;4
4.915122479;-0.8397827;1;low;4
-14.14629049;11.46427697;1;low;4
-16.51555372;10.80891665;1;low;4
-0.051503002;0.124845754;1;low;4
-2.551796717;-5.357081745;1;low;4
-5.641833201;-5.40884176;1;low;4
14.92981407;-9.017135259;1;low;4
2.677717456;-1.69057831;1;low;4
13.7879852;-5.951180613;1;low;4
0.070306181;2.741011883;1;low;4
-7.741574673;7.211475312;1;low;4
7.786347343;-4.770361787;1;low;4
-27.31831397;18.29636444;1;low;4
-1.341418674;-2.868043473;1;low;4
7.665551689;-4.875792898;1;low;4
-13.53710356;7.713916599;1;low;4
-10.92074793;1.774594139;1;low;4
-6.791434579;-1.881352781;1;low;4
4.198007528;-6.33255941;1;low;4
-17.59457126;1.179352509;1;low;4
-27.07921618;7.494961882;1;low;4
-1.824118604;-4.94093796;1;low;4
14.00600646;-7.468202693;1;low;4
64.44856579;-14.43252975;1;low;4
42.44659633;5.796637749;1;low;4
16.00687011;20.4635874;1;low;4
-6.113009939;34.18153894;1;high;4
7.684567894;24.44698581;1;high;4
57.18854392;-8.98311476;1;high;4
95.68527323;-11.47462269;1;high;4
31.5011863;28.85764145;1;high;4
14.69039049;32.59441315;1;low;4
26.43350107;26.1559635;1;low;4
24.49279633;26.70690985;1;low;4
-4.354546068;19.83230366;1;low;4
-20.82243453;8.891273423;1;low;4
-12.20052269;2.373890804;1;low;4
1.78244318;-7.272195681;1;low;4
-7.112282062;-4.841343315;1;low;4
1.219062119;-6.269593107;1;low;4
6.792861625;-6.87131443;1;low;4
-14.05123748;5.56087544;1;low;4
-22.5938214;10.06205337;1;low;4
-6.076341126;-0.283538793;1;low;4
6.802650629;-6.454403214;1;low;4
2.4674228;-5.458406839;1;low;4
-14.45865362;4.151177741;1;low;4
-10.45974304;1.815315359;1;low;4
-5.075125285;-1.244764436;1;low;4
-8.953085732;-4.165554201;1;low;4
4.348428117;-9.676680321;1;low;4
10.79378384;-8.520150818;1;low;4
8.047880116;-4.704821093;1;low;4
-12.6240927;8.858713088;1;low;4
-5.649953287;5.443821736;1;low;4
-11.58265318;4.851623218;1;low;4
-16.07847078;0.582323929;1;low;4
6.507102444;-11.73173245;1;low;4
-20.60858098;4.590155895;1;low;4
-11.36812977;-1.034256069;1;low;4
1.391342103;-5.063369492;1;low;4
-9.343338626;1.275561009;1;low;4
-15.48822319;-1.991590626;1;low;4
-1.914300123;-7.104312873;1;low;4
80.34667598;-17.84731301;1;low;4
68.81963783;1.66098156;1;low;4
41.4791528;21.08272091;1;low;4
18.22951121;33.87123922;1;low;4
18.90493849;34.02219218;1;low;4
1.822247107;22.98908923;1;low;4
-3.811038166;4.187856128;1;low;4
-0.61362435;-8.176206747;1;low;4
-3.544294391;-6.432910224;1;low;4
-4.571901639;-5.029254391;1;low;4
7.555628438;-8.511060615;1;low;4
22.52267273;-9.203349458;1;low;4
-4.556445499;6.49320897;1;low;4
-0.797722145;3.95257199;1;low;4
6.195930166;0.512611687;1;low;4
-5.332424727;5.542074663;1;low;4
4.52655491;-7.653592662;1;low;4
-0.394483024;-4.096314832;1;low;4
9.817255458;-7.150407518;1;low;4
-10.05594668;3.762677216;1;low;4
16.55205165;-7.139568352;1;low;4
-10.15585692;8.32265308;1;low;4
-2.567632439;2.971181273;1;low;4
-10.21253184;2.915570357;1;low;4
-8.120644116;1.884724185;1;low;4
-20.16461981;-3.195455625;1;low;4
-2.027432372;-9.228578091;1;low;4
-12.88790447;-3.852485738;1;low;4
-14.66127222;-3.12179931;1;low;4
-2.987801922;-7.117803872;1;low;4
-2.813798462;-6.21813264;1;low;4
-17.90335078;0.515400615;1;low;4
-0.787588967;-6.402911256;1;low;4
-14.1998178;0.910458788;1;low;4
-18.55287041;1.165703764;1;low;4
-11.48568984;-5.940457699;1;low;4
-23.01111155;1.873957912;1;low;4
-27.39270327;-0.858825008;1;low;4
-13.77255831;-8.244597093;1;low;4
-6.256480113;-8.432294081;1;low;4
-13.60753129;-4.097364683;1;low;4
6.088878894;-9.3551164;1;low;4
-3.472572186;-3.142673007;1;low;4
-11.53975825;1.075770102;1;low;4
16.57393518;-8.368325716;1;low;4
10.47472725;-2.915766124;1;low;4
-4.817884617;3.757904694;1;low;4
-12.72214331;7.54227214;1;low;4
7.863346938;-1.69357577;1;low;4
18.04014022;-7.466068527;1;low;4
-2.850961478;2.71265287;1;low;4
-13.41073802;7.984848572;1;low;4
6.338060804;-1.383549591;1;low;4
-1.3900468;1.838003953;1;low;4
3.193531041;-6.652415736;1;low;4
-6.338748384;-1.247330431;1;low;4
-7.261111682;-1.157779935;1;low;4
3.075148919;-7.297514671;1;low;4
17.87183996;-9.216387029;1;low;4
-8.443041332;6.007126743;1;low;4
-2.158730838;2.383531945;1;low;4
6.022321346;-1.099397851;1;low;4
-20.18912791;13.97412413;1;low;4
0.856710266;-5.632802994;1;low;4
-9.551399326;0.119418094;1;low;4
-0.90336038;-3.199798413;1;low;4
-1.211771768;-4.863480618;1;low;4
-5.309924784;-4.575619488;1;low;4
-0.547950351;-7.434870994;1;low;4
-20.10442887;6.808687235;1;low;4
-0.250192113;-4.18368144;1;low;4
-9.094054618;-1.989053035;1;low;4
-5.636405837;-3.353438371;1;low;4
1.935067245;-7.778023907;1;low;4
-4.069059084;-3.682848591;1;low;4
-4.004769393;-4.923489495;1;low;4
-15.89402989;3.238184423;1;low;4
-5.675101978;-3.287174616;1;low;4
-5.795575602;-6.355262676;1;low;4
-11.43376538;-3.277985902;1;low;4
-15.77886895;-2.694866286;1;low;4
-17.54228011;-1.092352591;1;low;4
18.48550017;-11.74046263;1;low;4
-2.995985953;0.665300526;1;low;4
8.554882595;-2.675904376;1;low;4
-5.904886617;4.926576314;1;low;4
5.376815199;-0.240985348;1;low;4
0.444959112;-4.966399722;1;low;4
2.813050045;-5.363295505;1;low;4
9.318888461;-7.745631565;1;low;4
7.032315545;-5.545973284;1;low;4
-9.845982386;6.682948139;1;low;4
-2.345033063;1.678720989;1;low;4
-2.745552558;-0.025333748;1;low;4
-9.938565058;-1.261345618;1;low;4
1.657945635;-8.948331616;1;low;4
-10.09709645;-2.900701138;1;low;4
-8.163151272;-3.37629804;1;high;4
-7.017930554;-4.859588011;1;high;4
-3.400559349;-6.0794566;1;high;4
-10.62794413;-5.543430463;1;high;4
-22.90663438;3.529424134;1;high;4
-1.754760143;-6.887873791;20;low;3
8.232232992;-7.330028903;20;low;3
8.183511831;-4.901427783;20;low;3
0.17155994;-0.32863319;20;low;3
-12.09269762;6.546928159;20;low;3
1.919911383;-1.730621934;20;low;3
-6.752306672;-0.074393242;20;low;3
1.529543505;-6.859845143;20;low;3
8.833500662;-8.256077126;20;low;3
-6.126379442;1.043246121;20;low;3
3.07158711;-4.280201127;20;low;3
1.877089737;-3.20059246;20;low;3
-5.368234848;0.218259179;20;low;3
-6.84628664;-3.27583958;20;low;3
2.574807338;-6.876466534;20;low;3
-18.19313901;5.080028975;20;low;3
-11.59278604;-1.55097326;20;low;3
4.479861967;-7.363352521;20;low;3
6.934013655;-5.611474417;20;low;3
-10.89905238;2.064316098;20;low;3
-8.495104328;0.203079567;20;low;3
4.554344444;-4.713961295;20;low;3
-22.43253619;9.238526411;20;low;3
-12.58159445;-1.7867271;20;low;3
-14.4151231;-0.222220546;20;low;3
-15.21883118;-1.826606573;20;low;3
2.915599777;-10.75971148;20;low;3
4.844902501;-7.457724381;20;low;3
-20.99193542;8.189281451;20;low;3
-13.8600083;2.842295166;20;low;3
-5.417760253;-0.476805077;20;low;3
-19.25957196;2.324661197;20;low;3
-5.457102996;-9.187866948;20;low;3
31.16200362;-12.56702073;20;low;3
88.18580538;-14.81340577;20;low;3
78.36268369;4.067852186;20;low;3
16.44739109;41.12219971;20;low;3
27.76969487;34.71888845;20;low;3
27.29653138;32.65991002;20;low;3
7.972575249;19.72596419;20;low;3
-4.928893159;-2.029690531;20;low;3
-0.567822866;-4.996982138;20;low;3
4.397709362;-7.432605035;20;low;3
14.71862297;-8.739431373;20;low;3
3.921045562;-2.067772232;20;low;3
9.037101611;-3.756178141;20;low;3
-8.232128841;7.665217362;20;low;3
-10.33885425;7.190180281;20;low;3
-8.955697656;-0.465773946;20;low;3
0.931490235;-6.363632067;20;low;3
-5.941390245;-5.877344424;20;low;3
-1.50066364;-6.371177319;20;low;3
-8.539561972;-2.126403726;20;low;3
8.324531905;-8.488558891;20;low;3
0.145460316;-3.372088875;20;low;3
-15.71145532;6.111889674;20;low;3
-8.759456884;0.757695534;20;low;3
17.85201243;-7.949763544;20;low;3
-3.42471679;1.438264789;20;low;3
-15.47011284;6.624863455;20;low;3
2.582121358;-2.029723009;20;low;3
-7.160132935;4.25482334;20;low;3
-4.626076577;-5.916282945;20;low;3
-8.405333728;-3.476653296;20;low;3
-12.08081513;-2.161606304;20;low;3
-19.28084023;-1.740468102;20;low;3
-14.46303377;-4.072122929;20;low;3
5.663961588;-10.72589456;20;low;3
15.27591749;-9.046871805;20;low;3
-10.80304034;6.610283389;20;low;3
8.983499998;-2.115828321;20;low;3
-6.524285722;7.340808009;20;low;3
-0.14088355;0.477223014;20;low;3
7.999187979;-7.140931897;20;low;3
1.67539115;-2.904948452;20;low;3
-15.5037216;5.271249751;20;low;3
6.502766513;-5.058703553;20;low;3
-0.92927265;0.157351505;20;low;3
4.117428934;-4.658351804;20;low;3
-15.4189772;4.760653058;20;low;3
-7.978911514;0.340755569;20;low;3
17.46567284;-9.637150807;20;low;3
-9.180534963;5.170924565;20;low;3
-11.56420809;3.452773674;20;low;3
10.74622026;-4.741495155;20;low;3
14.87914702;-3.449506456;20;low;3
3.166837252;-0.559261294;20;low;3
8.493806693;-2.512044957;20;low;3
9.906858195;-4.53169292;20;low;3
-8.958445002;7.801722467;20;low;3
19.88137078;-7.460616152;20;low;3
7.466429998;0.179389963;20;low;3
2.864914509;2.413814256;20;low;3
-6.221319863;5.468800397;20;low;3
-0.79972108;1.807449074;20;low;3
-14.85063113;1.965653472;20;low;3
-10.65840754;-4.03546306;20;low;3
15.2209663;-11.21667204;20;low;3
-0.507892005;-0.864587872;20;low;3
-13.92772807;5.791101799;20;low;3
-9.021431704;3.363431322;20;low;3
-5.085644753;1.604030683;20;low;3
-12.64708511;-4.654031574;20;low;3
-24.14169626;-0.681617076;20;low;3
3.700978244;-9.979985706;20;low;3
4.815911352;-6.51562276;20;low;3
7.787687137;-4.911904147;20;low;3
-10.7882124;6.844486416;20;low;3
4.573886184;-2.586200576;20;low;3
-0.894020259;-1.396303313;20;low;3
-7.573765555;0.356233593;20;low;3
-7.367313278;-3.000151068;20;low;3
14.498884;-9.541728095;20;low;3
79.24727443;-15.88352461;20;low;3
75.08756792;0.380957548;20;low;3
23.84850622;31.17748097;20;low;3
7.744126981;41.72459878;20;low;3
27.51880499;28.30642303;20;low;3
-12.40866225;32.53772765;20;low;3
-18.9763299;6.328999704;20;low;3
-5.237696458;-4.276697207;20;low;3
-3.260536644;-2.878587186;20;low;3
-16.86732028;-2.111328943;20;low;3
-5.383923473;-6.738042387;20;low;3
-5.177256836;-5.844337933;20;low;3
-12.99511365;-2.743665069;20;low;3
-10.93156034;-5.213734122;20;low;3
2.334828538;-8.530134497;20;low;3
1.949075725;-7.115792433;20;low;3
-15.00671806;3.14073353;20;low;3
-9.539727284;0.033641202;20;high;3
0.335907955;-4.622270008;20;high;3
61.28461871;-15.19653347;20;high;3
76.52509067;-6.167745623;20;high;3
35.26602689;21.53596722;20;high;3
-16.52034705;0.155374458;11;low;1
7.441793471;-10.36959524;11;low;1
-5.47129621;-0.967829253;11;low;1
3.076216822;-5.134491876;11;low;1
2.676263909;-3.083563245;11;low;1
3.749941827;-4.045527246;11;low;1
4.631647541;-6.245937755;11;low;1
-6.841177157;0.085589892;11;low;1
-3.06540455;-2.646551097;11;low;1
-15.32942732;4.157170608;11;low;1
64.89547392;-15.77604041;11;low;1
68.6569443;-3.512836942;11;low;1
35.51669585;19.33719892;11;low;1
13.49213445;32.13028846;11;low;1
9.862813733;34.24651221;11;low;1
2.460164866;22.12144678;11;low;1
2.889440413;-2.101849196;11;low;1
-12.02087853;-2.79228003;11;low;1
-1.733503213;-7.587307985;11;low;1
-2.430082634;-5.251183265;11;low;1
-14.52379858;1.276879448;11;low;1
-24.07683586;5.117301651;11;low;1
2.749941428;-6.770551837;11;low;1
12.77214083;-7.689269456;11;low;1
93.81353216;-18.25351598;11;low;1
49.25447553;15.20468751;11;low;1
29.87738934;26.01170963;11;low;1
19.92150829;31.59854877;11;low;1
28.97773403;26.28400584;11;low;1
4.02522933;8.114519109;11;low;1
5.116758039;-3.750645023;11;low;1
-4.028056603;-1.000900175;11;low;1
-7.054392015;0.985700485;11;low;1
-9.442749507;-2.140760088;11;low;1
-9.977742949;-1.996297674;11;low;1
-11.14833208;-6.805260724;11;low;1
-37.46834973;12.2984127;11;low;1
-11.77367428;-3.9384069;11;low;1
-2.762475174;-6.050328022;11;low;1
-10.09882598;-1.7191358;11;low;1
-7.579973411;-3.116330939;11;high;1
-17.42998065;-1.04452977;11;high;1
-6.046162175;-6.01111479;11;high;1
-10.71417769;-6.672208197;11;high;1
-7.916001367;-6.969603808;11;high;1
-12.43969181;2.897826518;15;low;4
-10.19841746;1.099368295;15;low;4
-1.466253468;-3.574056381;15;low;4
6.129305726;-9.681333458;15;low;4
3.859193304;-5.042341855;15;low;4
8.396756225;-5.810888422;15;low;4
-0.426685897;-1.161426708;15;low;4
-6.277084823;2.182167675;15;low;4
8.31464342;-6.419629742;15;low;4
4.195196126;-3.647715418;15;low;4
-1.123189191;-3.088582656;15;low;4
-7.640175753;1.439435059;15;low;4
5.069980781;-5.138687004;15;low;4
-21.3111087;9.323695634;15;low;4
-12.84532084;1.826254264;15;low;4
-17.08266501;0.296187461;15;low;4
-7.178365707;-4.724706831;15;low;4
-11.08791812;-7.200536032;15;low;4
-21.53505373;-1.305037183;15;low;4
5.550185942;-10.10239662;15;low;4
7.827110997;-6.445945012;15;low;4
-8.131348634;2.015395168;15;low;4
-2.704710311;0.273635899;15;low;4
-8.709893195;2.306181807;15;low;4
-21.18898283;5.859609146;15;low;4
-1.664506701;-8.375594137;15;high;4
0.444968935;-6.92824035;15;high;4
-6.391078285;-2.783780291;15;high;4
0.091273461;-4.71837085;15;high;4
-8.105502042;-0.798628595;15;high;4
18.32317505;29.1632861;15;low;4
42.74953409;15.47352099;15;low;4
80.80531656;-3.213867251;15;low;4
81.70858981;-2.096428292;15;low;4
21.67211283;33.67001314;15;low;4
11.89664678;39.96225106;15;low;4
23.43864061;31.58016841;15;low;4
21.36588635;15.2431742;15;low;4
6.542059282;-5.4439018;15;low;4
-13.79714319;7.323323248;15;low;4
-7.185018693;2.373691705;15;low;4
-11.46854336;4.00329651;15;low;4
-7.203818125;-3.601543819;15;low;4
5.134173729;-10.39342735;15;low;4
-13.00186486;0.703581329;15;low;4
0.681112604;-5.198277422;15;low;4
-5.593032892;-1.915815993;15;low;4
-9.387492743;0.448190705;15;low;4
-0.070274364;-7.259836722;15;low;4
9.016365287;-8.521990137;15;low;4
0.186787624;-2.581352717;15;low;4
-1.996638642;-1.803131627;15;low;4
-9.441938028;2.91999166;15;low;4
2.198076729;-3.737155887;15;low;4
-11.0084676;-1.513481174;15;low;4
9.308589231;-9.070420863;15;low;4
-12.63816806;2.309541419;15;low;4
-6.494062758;0.932179996;15;low;4
-2.732843283;-2.938475616;15;low;4
-5.315161787;-1.673702733;15;low;4
-6.085116724;-7.087090541;15;low;4
-10.38500034;-5.379725974;15;low;4
-7.216203497;-6.921921844;15;low;4
4.175611548;-9.503954103;15;low;4
-6.81931534;-2.386264035;15;low;4
1.420327213;-5.58285594;15;low;4
-7.486797078;-1.608141658;15;low;4
-10.35559744;1.27401634;15;low;4
8.604346787;-9.026181755;15;low;4
-0.517824196;-3.10124941;15;low;4
-4.149822048;-1.473617086;15;high;4
11.88806684;-7.398974411;15;high;4
63.20716605;-12.91048867;15;high;4
74.39120773;-5.127777129;15;high;4
39.07817395;18.2338578;15;high;4
-3.249373463;-7.363134647;14;low;3
-31.16819897;13.61175412;14;low;3
0.102335757;-4.804548293;14;low;3
-5.926922798;-0.923365551;14;low;3
3.585604534;-4.258949791;14;low;3
-6.425173247;0.075419001;14;low;3
-15.9975773;2.709307872;14;low;3
-9.90663077;-2.732874417;14;low;3
-17.90627808;1.370004221;14;low;3
-14.01168062;-6.384028603;14;low;3
-17.1933834;-6.674476749;14;low;3
-12.74681825;-8.214170791;14;low;3
-24.06687057;-1.748216068;14;low;3
-10.92993052;-7.75611361;14;low;3
2.765937572;-9.654157404;14;low;3
1.620852168;-6.222575684;14;low;3
-6.160602713;-0.668297817;14;low;3
-10.52364228;0.787671974;14;low;3
-0.240397747;-4.526867396;14;low;3
-5.347204436;-4.179149978;14;low;3
-8.938021155;-4.305619047;14;low;3
-11.39859833;-4.078143989;14;low;3
-15.93981642;-1.433437702;14;high;3
-12.73233198;-5.820801835;14;high;3
-17.82714786;-5.181593389;14;high;3
0.17912267;-10.30237873;14;high;3
-14.11477987;-2.076219665;14;high;3
-24.42136074;9.677016629;14;low;3
-4.667283852;-2.822856589;14;low;3
6.202620424;-7.802094379;14;low;3
-3.25264096;-0.803819902;14;low;3
-15.06595342;3.466635303;14;low;3
-1.154405313;-3.536459926;14;low;3
8.889794399;-6.654381416;14;low;3
-5.27358862;-1.346056069;14;low;3
-5.636163772;-1.22967141;14;low;3
-20.82069843;8.301379887;14;low;3
-6.340955428;-1.745165746;14;low;3
-5.307639189;-5.918519593;14;low;3
8.682439246;-9.115104066;14;low;3
-20.3800807;7.295881201;14;low;3
-3.946950697;-1.504977179;14;low;3
-8.816259158;0.670726192;14;low;3
18.26342723;-7.968620189;14;low;3
-0.931071428;0.515298634;14;low;3
-3.118029677;1.481973324;14;low;3
-1.280700454;0.486263764;14;low;3
14.11104229;-5.241205171;14;low;3
10.06788585;-6.0559353;14;low;3
-18.09873537;13.15394841;14;low;3
-5.013407657;3.865224996;14;low;3
-0.879210553;1.601908647;14;low;3
-14.61013;3.699775386;14;low;3
-2.928289339;-7.594787377;14;low;3
-19.50066394;1.824869892;14;low;3
0.261474721;-7.083484361;14;low;3
5.204340089;-7.247038832;14;low;3
80.85551423;-16.62878843;14;low;3
86.1330832;-1.918983242;14;low;3
21.02911383;36.67719751;14;low;3
12.16568961;42.87470362;14;low;3
13.8180018;40.26553956;14;low;3
16.38335876;18.63411623;14;low;3
-13.45050933;-0.140545049;14;low;3
-11.69553057;-3.304439913;14;low;3
-5.624036195;-5.697254283;14;low;3
4.906898803;-7.865391246;14;low;3
-20.72882485;4.952580923;14;low;3
5.764419118;-6.33792336;14;low;3
8.169339347;-4.728897174;14;low;3
-19.27683867;11.29277887;14;low;3
-7.047016927;1.212357382;14;low;3
15.45718581;-6.196022623;14;low;3
-12.54006218;7.42297389;14;low;3
-5.704051204;-0.182037652;14;low;3
-17.39152974;6.302540476;14;low;3
-4.241601962;-0.915500419;14;low;3
-2.711328973;-8.501191858;14;low;3
0.773743574;-6.735763141;14;low;3
-14.32336298;0.959723617;14;low;3
-12.63933617;0.611086161;14;low;3
11.81848245;-8.7858651;14;low;3
-11.25399333;3.449753411;14;low;3
-20.00217612;5.449368057;14;low;3
13.59549615;-7.311573324;14;low;3
-2.533672992;2.914295997;14;low;3
-10.2591196;1.287808207;14;low;3
12.96562897;-6.016055836;14;low;3
-14.75885466;10.58569924;14;low;3
-3.394872562;-1.960608737;14;low;3
-12.40427916;2.919221274;14;low;3
1.411088512;-3.177391774;14;low;3
-3.415482818;-5.693520599;14;low;3
-28.52749773;10.46865182;14;low;3
-13.18398752;-0.793277438;14;low;3
-12.85316948;-1.094009915;14;low;3
18.6322462;-11.03211625;14;low;3
18.17165469;-5.449138614;14;high;3
16.30678969;-1.274816296;14;high;3
11.66205108;1.837716388;14;high;3
-2.439757018;8.844362667;14;high;3
-11.53922789;11.28410183;14;high;3
-2.272650429;-1.787695608;10;low;4
-9.202861532;0.959960864;10;low;4
