a1;load;failure
3.937422916;30;1
4.195377394;30;1
4.455647347;30;1
3.952006994;30;1
4.87078884;30;1
3.965971547;30;1
4.142181689;30;1
4.233666365;30;1
4.332549796;30;1
3.945598561;30;1
3.90077561;30;1
4.279380274;30;1
4.497202206;30;1
4.545681672;40;1
4.215548133;40;1
4.459758314;40;1
4.329997734;40;1
4.230443101;40;1
4.275842562;40;1
4.062264718;40;1
5.036105232;40;1
4.522658582;40;1
4.326812541;40;1
4.249862294;40;1
4.692456703;40;1
4.252302862;40;1
4.29110528;40;1
4.72541459;40;1
4.626137906;40;1
4.604928821;40;1
4.326099816;40;1
4.541785473;40;1
4.158851507;40;1
4.099071715;40;1
4.248301412;40;1
4.549375532;40;1
4.568771783;40;1
5.078709393;40;1
4.714818967;40;1
4.601311522;40;1
4.482131518;40;1
4.490743544;40;1
4.293993096;40;1
3.883279274;40;1
4.412150155;40;1
4.599328902;40;1
4.614421535;40;1
4.440117802;40;1
4.526011025;40;1
4.255110344;40;1
4.384955913;40;1
4.63107747;40;1
4.29501772;40;1
4.410036001;40;1
4.499407223;40;1
4.728134204;40;1
4.559408562;40;1
4.47627622;40;1
4.482199912;40;1
4.741668197;40;1
3.921072355;40;1
4.373490468;40;1
4.081323659;40;1
4.468307833;40;1
4.565268584;40;1
4.505221617;40;1
4.69145611;40;1
4.439238247;40;1
4.552042078;40;1
4.657272462;40;1
4.687772311;40;1
4.385201859;40;1
4.981004203;40;1
4.680040168;40;1
4.142615528;40;1
4.30540666;40;1
4.87206947;40;1
4.949382414;40;1
4.536424136;40;1
4.780361474;40;1
4.519055203;40;1
4.650915075;40;1
4.671154075;40;1
4.24800596;40;1
4.183618769;40;1
4.243058943;40;1
4.391475897;40;1
4.65512378;40;1
4.500844691;40;1
5.115908904;40;1
4.48857092;40;1
4.194859143;40;1
4.540138478;40;1
4.571318018;40;1
4.617361694;40;1
4.212221933;40;1
4.459948946;40;1
4.353318659;40;1
4.604202201;40;1
4.636198732;40;1
4.472730658;40;1
4.090038742;40;1
4.598671719;40;1
4.504583225;40;1
4.511907945;40;1
4.877159555;40;1
5.094242359;40;1
4.263830329;50;1
4.76714635;50;1
4.277543416;50;1
5.164052232;50;1
4.894658376;50;1
4.76067347;50;1
4.790832415;50;1
4.469323349;50;1
4.357899227;50;1
4.758602716;50;1
4.486773696;50;1
4.506190232;50;1
4.655555884;50;1
4.998269998;50;1
5.20659731;50;1
4.329536385;50;1
5.009173604;50;1
4.740859876;50;1
4.532024733;50;1
4.427466041;50;1
4.82781377;50;1
4.860490355;50;1
4.797217875;50;1
5.075785244;50;1
4.598113347;50;1
4.268458848;50;1
4.609862726;50;1
4.387808978;50;1
4.506475567;50;1
5.163569655;50;1
4.779645406;50;1
5.13193197;50;1
4.283462879;50;1
4.57627127;50;1
4.419931457;50;1
4.482944468;50;1
4.48286634;50;1
4.792143818;50;1
4.684807331;50;1
4.629883669;50;1
4.925105775;50;1
4.532863306;50;1
4.605571105;50;1
4.469918728;50;1
4.826539406;50;1
4.327768637;50;1
4.97061442;50;1
4.789630758;50;1
5.397482404;50;1
4.61832384;50;1
4.550858101;50;1
4.665377983;50;1
4.773149688;50;1
4.322726775;50;1
4.318098891;50;1
5.060789262;50;1
4.918311077;50;1
4.910517727;50;1
4.986450005;50;1
5.241902598;50;1
4.545314665;50;1
4.403062068;50;1
5.108602007;50;1
4.691700517;50;1
4.753973986;50;1
4.946811204;50;1
4.964316934;50;1
4.672373938;50;1
4.855559158;50;1
4.469428528;50;1
4.923934383;50;1
4.507351267;50;1
5.01479012;50;1
4.959414729;50;1
4.883303901;50;1
5.009357325;50;1
4.585342027;50;1
5.246144167;50;1
4.574575901;50;1
5.1387546;50;1
4.779097766;50;1
4.935340538;50;1
4.867350049;50;1
5.104478144;50;1
4.620498869;50;1
4.978119197;50;1
5.04618781;50;1
4.934361847;50;1
4.657747415;50;1
4.918496759;50;1
4.600453911;50;1
5.34317033;50;1
4.941727912;50;1
4.701263037;50;1
4.779007341;60;1
4.826126076;60;1
4.621893801;60;1
4.822449417;60;1
4.717578052;60;1
4.973104693;60;1
4.962141321;60;1
4.862108521;60;1
5.406587228;60;1
5.486624681;60;1
4.798936815;60;1
5.064202823;60;1
4.942290637;60;1
5.013290093;60;1
5.228551764;60;1
4.947882365;60;1
5.681015691;60;1
5.238158354;60;1
5.113808039;60;1
5.077917933;60;1
5.121941896;60;1
4.905670549;60;1
5.159712197;60;1
4.912745041;60;1
4.873872102;60;1
4.742373505;60;1
5.520501545;60;1
4.898175025;60;1
4.701155349;60;1
4.895209925;60;1
4.860735783;60;1
4.712790583;60;1
5.101246913;60;1
5.175926752;60;1
6.070328935;60;1
4.981951452;60;1
5.252536633;60;1
5.747847645;60;1
4.766179413;60;1
4.755106778;60;1
4.51725003;60;1
4.754981978;60;1
5.099370546;60;1
5.190618011;60;1
5.115978376;60;1
4.722515555;60;1
4.855045538;60;1
5.514477673;60;1
5.028246759;60;1
5.397057022;60;1
5.139021202;60;1
5.57297212;60;1
5.133725252;60;1
5.169817003;60;1
4.727692906;60;1
5.255931636;60;1
4.861432999;60;1
5.285662286;60;1
4.842998861;60;1
5.023886113;60;1
5.501190481;60;1
5.080013878;60;1
5.009022539;60;1
5.030178712;60;1
4.93423377;60;1
5.310493129;60;1
4.707099281;60;1
5.301258657;60;1
5.441234342;60;1
5.278723291;60;1
4.623931484;60;1
4.993034355;60;1
4.822869219;60;1
4.682005037;60;1
4.683333431;60;1
5.313707473;60;1
5.378921683;60;1
5.127602046;60;1
5.352533394;60;1
4.847859621;60;1
4.578425949;60;1
4.868087788;60;1
5.48880559;60;1
4.832043625;60;1
5.114638799;60;1
5.412327335;60;1
4.837964353;60;1
5.000979528;60;1
5.305172785;60;1
5.212716845;60;1
4.969704985;60;1
5.441578152;60;1
5.070960273;60;1
5.160150339;60;1
5.004412691;60;1
5.012244945;70;1
4.93321164;70;1
5.303071702;70;1
5.076897646;70;1
5.566748553;70;1
5.176581278;70;1
5.295962836;70;1
4.745671599;70;1
5.037830417;70;1
5.450090098;70;1
5.586193829;70;1
5.361359379;70;1
5.424063303;70;1
5.258273804;70;1
5.575640494;70;1
5.67087154;70;1
5.401749127;70;1
5.69894857;70;1
4.973488037;70;1
5.190241577;70;1
5.114421434;70;1
5.227301257;70;1
4.96386162;70;1
5.731425412;70;1
4.898250771;70;1
5.611744174;70;1
5.772326595;70;1
5.163445974;70;1
5.317216442;70;1
4.880211626;70;1
5.246734939;70;1
5.343149754;70;1
5.096316736;70;1
5.26987448;70;1
4.890286418;70;1
4.902948751;70;1
5.676920633;70;1
5.178846331;70;1
5.864841287;70;1
4.840288334;70;1
5.324432172;70;1
5.64733263;70;1
5.387875987;70;1
5.084360042;70;1
5.550200692;70;1
4.768631475;70;1
4.853243352;70;1
4.922394764;70;1
5.412712183;70;1
5.383714913;70;1
5.25919643;70;1
5.447756832;70;1
5.124554824;70;1
5.1369765;70;1
5.219510902;70;1
5.558068728;70;1
4.858434768;70;1
5.371741131;70;1
5.271889236;70;1
5.332474413;70;1
5.675051619;70;1
5.512822783;70;1
5.434625991;70;1
5.267696083;70;1
5.098471185;70;1
5.156434846;70;1
5.665110436;70;1
5.44724403;70;1
5.207296415;70;1
5.084169676;70;1
4.873904747;70;1
5.445062834;70;1
5.345257308;70;1
5.486176468;70;1
5.146300423;70;1
5.620905213;70;1
4.996937864;70;1
5.564754547;70;1
4.832967798;70;1
5.429105509;70;1
5.083488891;70;1
5.37722431;70;1
5.079233566;70;1
5.40809631;70;1
5.16564784;70;1
5.028229314;70;1
4.993260515;70;1
5.396942508;70;1
5.651722688;70;1
5.037233345;70;1
5.458649392;70;1
4.770063892;70;1
5.696743817;70;1
4.95113903;70;1
5.816108678;70;1
4.957698953;70;1
5.062604301;70;1
5.023121335;70;1
5.37719871;70;1
5.331591525;70;1
5.33667126;80;1
5.253638695;80;1
5.672900546;80;1
5.131390679;80;1
5.10964886;80;1
5.452642104;80;1
5.280751934;80;1
5.474575491;80;1
5.304520342;80;1
5.779476521;80;1
5.040667281;80;1
5.347808581;80;1
5.437612552;80;1
5.546488209;80;1
5.120705131;80;1
5.608618543;80;1
5.955085938;80;1
5.085308287;80;1
5.742959762;80;1
5.116020378;80;1
5.701914478;80;1
5.614973775;80;1
5.287328426;80;1
5.112581116;80;1
5.120555279;80;1
5.803457867;80;1
5.173590912;80;1
5.584511469;80;1
4.887378593;80;1
5.080809849;80;1
4.952894289;80;1
5.024403881;80;1
5.391502674;80;1
5.787437903;80;1
5.158602896;80;1
5.66338448;80;1
5.173861153;80;1
5.036688017;80;1
5.322172087;80;1
5.593484609;80;1
5.633848235;80;1
5.640921729;80;1
6.158427531;80;1
5.197122925;80;1
5.127161011;80;1
4.981296375;80;1
6.224741985;80;1
4.71403447;80;1
5.486868958;80;1
5.139281809;80;1
5.938138992;80;1
5.323803177;80;1
4.824402333;80;1
5.315511412;80;1
5.019542073;80;1
4.933669192;80;1
5.429465119;80;1
5.252983341;80;1
5.118821327;80;1
5.370699452;80;1
4.947281712;80;1
5.289862003;80;1
4.487991163;80;1
5.264726452;80;1
4.713311493;80;1
5.377561318;80;1
5.090329028;80;1
5.605890776;80;1
5.528256388;80;1
5.436075536;80;1
5.336777833;80;1
5.656140822;80;1
5.057966303;80;1
5.451957341;80;1
5.625338544;80;1
4.685191312;80;1
5.431904804;80;1
5.949434708;80;1
5.537540763;80;1
4.739344274;80;1
5.357572919;80;1
5.308768701;80;1
5.453302947;80;1
5.188383468;80;1
5.811823107;80;1
5.290590523;80;1
5.098811127;80;1
6.017654886;80;1
5.194645495;80;1
5.550654784;80;1
5.335402294;80;1
5.540228041;80;1
4.799689795;80;1
5.181246137;80;1
5.287015521;80;1
5.131337327;80;1
5.200367312;80;1
4.840390232;80;1
5.571483306;80;1
5.16411836;80;1
5.739719541;80;1
4.724735108;80;1
5.928353515;80;1
4.978440652;80;1
5.200147997;80;1
5.304064001;80;1
4.745960402;80;1
5.172193271;80;1
5.478674772;80;1
5.25616193;80;1
5.131149127;90;1
5.1486191;90;1
5.502252442;90;1
5.277390864;90;1
5.062221075;90;1
5.370155102;90;1
4.659707409;90;1
5.092914898;90;1
4.892596493;90;1
5.182644639;90;1
4.915229327;90;1
5.105108357;90;1
5.415146558;90;1
5.103585923;90;1
4.877349999;90;1
5.054170476;90;1
4.790317022;90;1
4.814724028;90;1
5.166893011;90;1
4.946603097;90;1
5.677445902;90;1
5.304019325;90;1
5.390456653;90;1
5.617371939;90;1
5.515541008;90;1
5.46899197;90;1
5.711309717;90;1
5.141821842;90;1
5.664248905;90;1
5.400609202;90;1
5.013391667;90;1
5.731676788;90;1
4.828152957;90;1
5.52186297;90;1
5.024897136;90;1
5.482929578;90;1
5.079056962;90;1
5.710294578;90;1
5.183359883;90;1
5.390538617;90;1
5.028944804;90;1
5.452270755;90;1
5.433566272;90;1
5.098256438;90;1
5.395501536;90;1
4.896611353;90;1
5.764715626;90;1
5.030994345;90;1
5.450955164;90;1
5.184187394;90;1
5.17909643;90;1
5.083235839;90;1
5.396078763;90;1
4.854528802;90;1
5.179773403;90;1
5.290360271;90;1
5.456808388;90;1
5.081797457;90;1
5.769843143;90;1
5.218734747;90;1
5.212013543;90;1
5.665172642;90;1
4.800560218;90;1
6.005608312;90;1
5.520838056;90;1
5.440704037;90;1
5.209772604;90;1
5.49677895;90;1
5.391212485;90;1
5.704329506;90;1
4.96458034;90;1
5.11113292;90;1
5.465908957;90;1
5.159963646;90;1
5.585093511;90;1
4.992944596;90;1
5.38282709;90;1
5.05572382;90;1
5.251270068;90;1
5.296928558;90;1
5.221355715;90;1
5.483886557;90;1
5.525272086;90;1
5.200181057;90;1
4.914748374;90;1
5.790643639;90;1
4.910314351;90;1
5.771729059;90;1
5.166583079;90;1
5.755771663;90;1
5.096004813;90;1
5.486242187;90;1
4.950256066;90;1
5.217159023;90;1
4.992456453;90;1
5.058757004;90;1
4.975721082;90;1
4.772700085;90;1
5.263276117;90;1
5.07808883;90;1
5.269117696;90;1
4.597010065;90;1
5.103344146;90;1
5.485759338;90;1
5.21438312;90;1
